event_id,customer_id,product_id,event_type,event_ts,session_id,platform
27286,3674,1763,view,2024-06-27 00:00:00,sess_0002729,Web
27287,1910,1021,purchase,2023-10-20 00:00:00,sess_0002729,Web
27288,1203,585,add_to_cart,2023-06-26 00:00:00,sess_0002729,Web
27289,1491,1244,view,2023-02-24 00:00:00,sess_0002729,Web
27290,2164,106,view,2024-01-09 00:00:00,sess_0002729,Mobile Web
27291,499,1359,purchase,2023-04-01 00:00:00,sess_0002730,Android App
27292,5000,49,purchase,2024-09-21 00:00:00,sess_0002730,Web
27293,2574,1241,checkout,2023-11-11 00:00:00,sess_0002730,Android App
27294,3983,1552,checkout,2023-04-17 00:00:00,sess_0002730,Android App
27295,2707,889,view,2023-05-14 00:00:00,sess_0002730,iOS App
27296,112,1874,view,2024-06-14 00:00:00,sess_0002730,Mobile Web
27297,612,1651,view,2023-03-05 00:00:00,sess_0002730,Android App
27298,4900,600,view,2024-05-08 00:00:00,sess_0002730,Web
27299,2386,308,add_to_cart,2023-12-06 00:00:00,sess_0002730,Web
27300,1928,530,view,2024-07-03 00:00:00,sess_0002730,iOS App
27301,4943,1775,view,2023-02-03 00:00:00,sess_0002731,iOS App
27302,3169,944,view,2023-02-04 00:00:00,sess_0002731,Android App
27303,2615,494,view,2024-07-30 00:00:00,sess_0002731,Web
27304,1812,482,view,2023-05-08 00:00:00,sess_0002731,Mobile Web
27305,2953,1497,checkout,2024-04-17 00:00:00,sess_0002731,Mobile Web
27306,3022,1366,purchase,2024-05-28 00:00:00,sess_0002731,iOS App
27307,4750,1798,add_to_cart,2024-08-04 00:00:00,sess_0002731,Web
27308,3793,1995,view,2023-10-07 00:00:00,sess_0002731,iOS App
27309,2312,516,view,2024-04-03 00:00:00,sess_0002731,Android App
27310,1127,865,view,2023-04-07 00:00:00,sess_0002731,iOS App
27311,3507,370,view,2024-01-22 00:00:00,sess_0002732,Android App
27312,1911,74,view,2024-09-22 00:00:00,sess_0002732,iOS App
27313,2178,1674,add_to_cart,2023-02-05 00:00:00,sess_0002732,iOS App
27314,21,1113,remove_from_cart,2024-01-16 00:00:00,sess_0002732,Android App
27315,4642,1181,add_to_cart,2023-01-02 00:00:00,sess_0002732,iOS App
27316,1737,71,remove_from_cart,2024-03-12 00:00:00,sess_0002732,Android App
27317,4156,1736,view,2024-12-07 00:00:00,sess_0002732,Web
27318,4934,1265,view,2024-03-22 00:00:00,sess_0002732,Web
27319,3876,374,view,2024-09-30 00:00:00,sess_0002732,iOS App
27320,2779,512,checkout,2023-06-09 00:00:00,sess_0002732,Web
27321,3204,913,view,2024-06-30 00:00:00,sess_0002733,iOS App
27322,4176,1189,checkout,2024-03-02 00:00:00,sess_0002733,Android App
27323,862,1209,view,2024-06-23 00:00:00,sess_0002733,iOS App
27324,1748,1009,view,2023-06-29 00:00:00,sess_0002733,iOS App
27325,1291,1784,view,2023-06-12 00:00:00,sess_0002733,iOS App
27326,730,53,view,2024-01-11 00:00:00,sess_0002733,Mobile Web
27327,428,1524,purchase,2023-04-26 00:00:00,sess_0002733,Web
27328,1514,1322,view,2024-02-04 00:00:00,sess_0002733,Android App
27329,151,387,view,2024-01-04 00:00:00,sess_0002733,Android App
27330,4319,1383,view,2023-05-09 00:00:00,sess_0002733,iOS App
27331,3778,1008,remove_from_cart,2024-01-10 00:00:00,sess_0002734,Mobile Web
27332,1777,834,checkout,2024-03-20 00:00:00,sess_0002734,Web
27333,1106,897,add_to_cart,2024-11-15 00:00:00,sess_0002734,Web
27334,4771,1260,view,2023-12-09 00:00:00,sess_0002734,Web
27335,3547,1450,add_to_cart,2023-05-01 00:00:00,sess_0002734,Android App
27336,3042,658,view,2024-12-29 00:00:00,sess_0002734,iOS App
27337,2133,1389,view,2024-10-06 00:00:00,sess_0002734,Android App
27338,2044,136,add_to_cart,2024-03-31 00:00:00,sess_0002734,Android App
27339,620,792,view,2024-05-16 00:00:00,sess_0002734,iOS App
27340,1780,866,add_to_cart,2024-07-20 00:00:00,sess_0002734,Mobile Web
27341,1089,1978,view,2024-09-08 00:00:00,sess_0002735,Android App
27342,972,434,view,2024-08-25 00:00:00,sess_0002735,Android App
27343,827,528,add_to_cart,2024-03-19 00:00:00,sess_0002735,Android App
27344,4982,718,view,2023-11-25 00:00:00,sess_0002735,Android App
27345,2448,1775,checkout,2023-11-13 00:00:00,sess_0002735,iOS App
27346,1333,1443,add_to_cart,2024-09-27 00:00:00,sess_0002735,Android App
27347,696,1192,purchase,2024-10-28 00:00:00,sess_0002735,Mobile Web
27348,271,81,add_to_cart,2023-03-14 00:00:00,sess_0002735,Mobile Web
27349,2789,728,checkout,2024-04-15 00:00:00,sess_0002735,Web
27350,4821,1878,purchase,2024-03-22 00:00:00,sess_0002735,iOS App
27351,1115,1260,add_to_cart,2023-04-13 00:00:00,sess_0002736,Android App
27352,313,103,view,2024-03-13 00:00:00,sess_0002736,Mobile Web
27353,1560,872,view,2023-04-18 00:00:00,sess_0002736,iOS App
27354,4766,616,remove_from_cart,2023-04-27 00:00:00,sess_0002736,Android App
27355,3948,892,view,2024-06-10 00:00:00,sess_0002736,Web
27356,584,1242,view,2024-07-24 00:00:00,sess_0002736,Web
27357,1119,1415,view,2024-06-22 00:00:00,sess_0002736,Android App
27358,2773,1603,add_to_cart,2024-10-13 00:00:00,sess_0002736,iOS App
27359,89,947,view,2024-02-12 00:00:00,sess_0002736,iOS App
27360,3845,608,view,2024-04-12 00:00:00,sess_0002736,Mobile Web
27361,4049,321,view,2024-01-18 00:00:00,sess_0002737,Android App
27362,254,1126,view,2023-06-22 00:00:00,sess_0002737,Mobile Web
27363,3779,104,add_to_cart,2023-01-28 00:00:00,sess_0002737,Android App
27364,4741,1035,view,2024-04-17 00:00:00,sess_0002737,Mobile Web
27365,1653,1900,add_to_cart,2023-01-05 00:00:00,sess_0002737,Web
27366,3387,1701,add_to_cart,2023-07-19 00:00:00,sess_0002737,iOS App
27367,4246,1888,view,2023-05-07 00:00:00,sess_0002737,Mobile Web
27368,2225,764,add_to_cart,2024-04-28 00:00:00,sess_0002737,Mobile Web
27369,4658,1807,checkout,2023-07-28 00:00:00,sess_0002737,iOS App
27370,4825,1431,view,2024-04-17 00:00:00,sess_0002737,iOS App
27371,4883,485,checkout,2023-10-21 00:00:00,sess_0002738,Web
27372,1281,449,view,2023-09-23 00:00:00,sess_0002738,iOS App
27373,1537,1891,add_to_cart,2024-11-02 00:00:00,sess_0002738,Android App
27374,1205,192,add_to_cart,2024-09-15 00:00:00,sess_0002738,Web
27375,2209,547,add_to_cart,2023-10-12 00:00:00,sess_0002738,iOS App
27376,3628,1470,remove_from_cart,2023-10-26 00:00:00,sess_0002738,Mobile Web
27377,867,1386,add_to_cart,2024-10-01 00:00:00,sess_0002738,Android App
27378,3360,907,checkout,2023-01-01 00:00:00,sess_0002738,Mobile Web
27379,1271,530,view,2023-06-19 00:00:00,sess_0002738,Web
27380,4898,21,view,2024-02-28 00:00:00,sess_0002738,Android App
27381,2166,1234,view,2024-08-24 00:00:00,sess_0002739,Android App
27382,3116,352,add_to_cart,2023-08-30 00:00:00,sess_0002739,Mobile Web
27383,4736,1084,view,2023-08-20 00:00:00,sess_0002739,Mobile Web
27384,1112,136,add_to_cart,2023-03-11 00:00:00,sess_0002739,Mobile Web
27385,4373,442,remove_from_cart,2024-10-24 00:00:00,sess_0002739,Web
27386,4401,387,view,2023-10-08 00:00:00,sess_0002739,iOS App
27387,1509,884,view,2023-04-14 00:00:00,sess_0002739,iOS App
27388,4225,470,view,2024-12-20 00:00:00,sess_0002739,Web
27389,171,1673,checkout,2024-06-17 00:00:00,sess_0002739,iOS App
27390,3195,324,checkout,2024-03-11 00:00:00,sess_0002739,iOS App
27391,2331,1984,view,2023-10-28 00:00:00,sess_0002740,Mobile Web
27392,639,1767,view,2023-06-10 00:00:00,sess_0002740,iOS App
27393,1854,1862,view,2023-05-02 00:00:00,sess_0002740,Web
27394,1169,1383,add_to_cart,2024-04-20 00:00:00,sess_0002740,Android App
27395,2378,1270,view,2024-04-05 00:00:00,sess_0002740,Web
27396,4,1901,add_to_cart,2024-11-10 00:00:00,sess_0002740,Android App
27397,884,893,view,2023-03-17 00:00:00,sess_0002740,iOS App
27398,4785,1023,checkout,2024-09-20 00:00:00,sess_0002740,iOS App
27399,4666,349,view,2023-11-09 00:00:00,sess_0002740,Web
27400,4062,525,view,2023-08-27 00:00:00,sess_0002740,Android App
27401,2311,1081,checkout,2023-12-20 00:00:00,sess_0002741,Web
27402,3644,303,view,2023-10-31 00:00:00,sess_0002741,Mobile Web
27403,2966,986,add_to_cart,2023-09-20 00:00:00,sess_0002741,Mobile Web
27404,4051,168,add_to_cart,2023-08-03 00:00:00,sess_0002741,iOS App
27405,4933,342,remove_from_cart,2023-12-24 00:00:00,sess_0002741,Mobile Web
27406,4687,862,view,2024-11-10 00:00:00,sess_0002741,Web
27407,858,1697,purchase,2024-12-11 00:00:00,sess_0002741,Web
27408,3329,1317,add_to_cart,2023-01-24 00:00:00,sess_0002741,Mobile Web
27409,819,1593,view,2023-01-26 00:00:00,sess_0002741,Web
27410,3434,1179,view,2024-08-18 00:00:00,sess_0002741,iOS App
27411,1321,1764,remove_from_cart,2024-11-04 00:00:00,sess_0002742,iOS App
27412,2743,9,view,2023-06-27 00:00:00,sess_0002742,Web
27413,362,1592,add_to_cart,2023-04-23 00:00:00,sess_0002742,Web
27414,1616,837,checkout,2023-01-28 00:00:00,sess_0002742,Android App
27415,2868,52,checkout,2023-07-19 00:00:00,sess_0002742,Android App
27416,810,140,add_to_cart,2024-09-28 00:00:00,sess_0002742,iOS App
27417,674,959,add_to_cart,2024-01-17 00:00:00,sess_0002742,Mobile Web
27418,3997,1129,view,2023-07-30 00:00:00,sess_0002742,Web
27419,2801,316,add_to_cart,2024-03-06 00:00:00,sess_0002742,Mobile Web
27420,3468,1797,view,2023-04-30 00:00:00,sess_0002742,Android App
27421,2770,1482,view,2024-11-24 00:00:00,sess_0002743,Web
27422,1351,235,view,2024-05-22 00:00:00,sess_0002743,Mobile Web
27423,4373,38,checkout,2024-10-24 00:00:00,sess_0002743,Mobile Web
27424,4879,1045,view,2024-01-17 00:00:00,sess_0002743,Mobile Web
27425,2143,1704,view,2024-07-03 00:00:00,sess_0002743,Android App
27426,2665,1102,view,2024-07-15 00:00:00,sess_0002743,Web
27427,1923,151,add_to_cart,2024-11-21 00:00:00,sess_0002743,Mobile Web
27428,1530,80,checkout,2023-02-17 00:00:00,sess_0002743,Web
27429,940,1843,checkout,2024-12-26 00:00:00,sess_0002743,Mobile Web
27430,1012,658,view,2023-12-27 00:00:00,sess_0002743,Web
27431,257,1771,view,2024-01-16 00:00:00,sess_0002744,iOS App
27432,4699,460,view,2023-09-09 00:00:00,sess_0002744,iOS App
27433,2348,595,add_to_cart,2024-01-21 00:00:00,sess_0002744,Mobile Web
27434,3271,1553,view,2023-12-18 00:00:00,sess_0002744,Web
27435,1370,1014,view,2023-07-24 00:00:00,sess_0002744,Web
27436,1457,1917,view,2023-11-07 00:00:00,sess_0002744,Mobile Web
27437,3955,415,add_to_cart,2024-09-18 00:00:00,sess_0002744,Android App
27438,4934,29,add_to_cart,2024-11-27 00:00:00,sess_0002744,Android App
27439,3074,89,view,2023-12-14 00:00:00,sess_0002744,iOS App
27440,90,379,view,2024-07-17 00:00:00,sess_0002744,Android App
27441,423,229,checkout,2023-04-29 00:00:00,sess_0002745,Android App
27442,1209,624,view,2024-10-17 00:00:00,sess_0002745,Android App
27443,606,708,add_to_cart,2024-08-01 00:00:00,sess_0002745,Mobile Web
27444,2800,996,view,2024-05-16 00:00:00,sess_0002745,Mobile Web
27445,1414,393,view,2023-12-12 00:00:00,sess_0002745,Android App
27446,3870,355,add_to_cart,2023-10-02 00:00:00,sess_0002745,Mobile Web
27447,2904,784,add_to_cart,2023-06-03 00:00:00,sess_0002745,Android App
27448,2284,808,add_to_cart,2023-01-09 00:00:00,sess_0002745,Mobile Web
27449,4981,1189,view,2023-06-24 00:00:00,sess_0002745,Mobile Web
27450,803,1993,view,2024-12-04 00:00:00,sess_0002745,Android App
27451,1908,173,view,2023-01-11 00:00:00,sess_0002746,Android App
27452,2580,1595,checkout,2023-11-20 00:00:00,sess_0002746,Mobile Web
27453,2204,1325,view,2024-08-05 00:00:00,sess_0002746,Mobile Web
27454,2819,547,view,2024-03-15 00:00:00,sess_0002746,iOS App
27455,788,1279,remove_from_cart,2023-06-27 00:00:00,sess_0002746,Android App
27456,1107,122,view,2024-12-17 00:00:00,sess_0002746,iOS App
27457,1969,411,view,2023-03-07 00:00:00,sess_0002746,iOS App
27458,4806,1222,view,2023-03-09 00:00:00,sess_0002746,Mobile Web
27459,1273,1980,view,2023-03-10 00:00:00,sess_0002746,Mobile Web
27460,4358,426,add_to_cart,2023-05-31 00:00:00,sess_0002746,Android App
27461,1800,1389,view,2023-04-09 00:00:00,sess_0002747,iOS App
27462,451,1822,view,2024-04-15 00:00:00,sess_0002747,Android App
27463,2152,644,view,2023-05-13 00:00:00,sess_0002747,iOS App
27464,3205,1817,add_to_cart,2024-01-03 00:00:00,sess_0002747,iOS App
27465,4109,1718,add_to_cart,2024-12-03 00:00:00,sess_0002747,iOS App
27466,4200,1384,add_to_cart,2024-08-13 00:00:00,sess_0002747,iOS App
27467,3643,777,purchase,2024-06-29 00:00:00,sess_0002747,iOS App
27468,360,1012,view,2023-08-27 00:00:00,sess_0002747,Mobile Web
27469,4541,1975,checkout,2024-04-17 00:00:00,sess_0002747,iOS App
27470,3502,1993,add_to_cart,2023-01-05 00:00:00,sess_0002747,Web
27471,4695,841,add_to_cart,2024-11-17 00:00:00,sess_0002748,iOS App
27472,2111,1044,view,2023-06-04 00:00:00,sess_0002748,Android App
27473,1080,1537,add_to_cart,2024-02-26 00:00:00,sess_0002748,Web
27474,1345,351,view,2024-07-07 00:00:00,sess_0002748,Web
27475,2204,1760,view,2023-04-16 00:00:00,sess_0002748,Android App
27476,2225,1329,view,2024-04-24 00:00:00,sess_0002748,Web
27477,584,859,purchase,2024-06-06 00:00:00,sess_0002748,Android App
27478,4596,897,view,2023-12-16 00:00:00,sess_0002748,Web
27479,3034,888,add_to_cart,2024-01-30 00:00:00,sess_0002748,iOS App
27480,3384,1462,add_to_cart,2023-08-26 00:00:00,sess_0002748,Mobile Web
27481,4450,383,view,2023-12-27 00:00:00,sess_0002749,Android App
27482,3953,1,view,2023-09-01 00:00:00,sess_0002749,Web
27483,1894,72,view,2024-09-24 00:00:00,sess_0002749,Web
27484,840,161,view,2024-04-10 00:00:00,sess_0002749,Android App
27485,845,972,view,2024-12-30 00:00:00,sess_0002749,Android App
27486,312,568,remove_from_cart,2024-03-31 00:00:00,sess_0002749,iOS App
27487,718,255,view,2024-04-14 00:00:00,sess_0002749,Web
27488,4153,80,view,2023-07-28 00:00:00,sess_0002749,Web
27489,4014,1512,checkout,2024-02-10 00:00:00,sess_0002749,iOS App
27490,3678,14,purchase,2023-05-19 00:00:00,sess_0002749,Mobile Web
27491,4058,491,view,2023-03-01 00:00:00,sess_0002750,iOS App
27492,1942,1849,purchase,2024-06-12 00:00:00,sess_0002750,Mobile Web
27493,1702,1552,add_to_cart,2023-02-14 00:00:00,sess_0002750,Android App
27494,2361,1510,add_to_cart,2024-12-25 00:00:00,sess_0002750,Web
27495,3214,451,view,2023-11-28 00:00:00,sess_0002750,Android App
27496,2435,627,add_to_cart,2024-09-23 00:00:00,sess_0002750,Mobile Web
27497,3297,272,view,2024-05-05 00:00:00,sess_0002750,iOS App
27498,1149,1483,add_to_cart,2023-11-01 00:00:00,sess_0002750,Mobile Web
27499,4731,1088,view,2024-11-05 00:00:00,sess_0002750,iOS App
27500,3795,1089,view,2023-07-29 00:00:00,sess_0002750,iOS App
27501,4593,1461,checkout,2023-03-07 00:00:00,sess_0002751,Web
27502,4413,802,view,2023-02-01 00:00:00,sess_0002751,Android App
27503,4260,469,checkout,2024-02-18 00:00:00,sess_0002751,Android App
27504,4497,1524,view,2023-07-19 00:00:00,sess_0002751,Web
27505,1977,60,view,2024-04-24 00:00:00,sess_0002751,iOS App
27506,4067,1210,add_to_cart,2023-01-16 00:00:00,sess_0002751,Web
27507,1183,46,add_to_cart,2024-04-11 00:00:00,sess_0002751,Mobile Web
27508,4743,1384,add_to_cart,2023-11-08 00:00:00,sess_0002751,Mobile Web
27509,4988,362,checkout,2023-07-22 00:00:00,sess_0002751,iOS App
27510,569,1418,view,2024-10-30 00:00:00,sess_0002751,Mobile Web
27511,1998,218,view,2023-05-28 00:00:00,sess_0002752,Mobile Web
27512,974,1241,view,2024-03-21 00:00:00,sess_0002752,Android App
27513,4767,1313,add_to_cart,2023-05-18 00:00:00,sess_0002752,Mobile Web
27514,4356,978,view,2024-03-03 00:00:00,sess_0002752,Mobile Web
27515,4607,909,remove_from_cart,2024-04-17 00:00:00,sess_0002752,iOS App
27516,4078,942,remove_from_cart,2024-05-16 00:00:00,sess_0002752,Android App
27517,663,1140,view,2023-07-30 00:00:00,sess_0002752,Android App
27518,3625,1566,view,2023-10-01 00:00:00,sess_0002752,Mobile Web
27519,2467,1703,add_to_cart,2024-10-23 00:00:00,sess_0002752,Android App
27520,1046,1962,view,2023-03-27 00:00:00,sess_0002752,Android App
27521,2823,234,view,2024-06-29 00:00:00,sess_0002753,Android App
27522,3609,389,add_to_cart,2024-09-19 00:00:00,sess_0002753,Android App
27523,2443,291,checkout,2024-06-27 00:00:00,sess_0002753,Android App
27524,2905,1362,purchase,2023-02-27 00:00:00,sess_0002753,Mobile Web
27525,3214,1159,view,2023-08-12 00:00:00,sess_0002753,Web
27526,4730,1599,view,2023-05-24 00:00:00,sess_0002753,Android App
27527,2755,1501,checkout,2024-09-24 00:00:00,sess_0002753,Mobile Web
27528,3770,162,view,2023-08-27 00:00:00,sess_0002753,Android App
27529,3371,1368,view,2024-02-21 00:00:00,sess_0002753,Mobile Web
27530,4031,1976,view,2023-09-05 00:00:00,sess_0002753,Mobile Web
27531,4058,1887,view,2024-02-05 00:00:00,sess_0002754,Mobile Web
27532,3560,219,add_to_cart,2023-08-13 00:00:00,sess_0002754,iOS App
27533,1573,758,add_to_cart,2024-10-31 00:00:00,sess_0002754,Mobile Web
27534,216,439,view,2024-11-23 00:00:00,sess_0002754,Mobile Web
27535,3261,1194,view,2023-03-21 00:00:00,sess_0002754,Mobile Web
27536,455,1366,view,2023-06-10 00:00:00,sess_0002754,Mobile Web
27537,4596,1359,remove_from_cart,2023-07-13 00:00:00,sess_0002754,Android App
27538,4719,1724,purchase,2024-11-05 00:00:00,sess_0002754,iOS App
27539,2468,356,purchase,2024-08-04 00:00:00,sess_0002754,Android App
27540,3886,997,view,2023-06-01 00:00:00,sess_0002754,Mobile Web
27541,3724,1039,view,2023-08-30 00:00:00,sess_0002755,Web
27542,3257,1915,view,2024-07-21 00:00:00,sess_0002755,Web
27543,1988,831,view,2023-08-05 00:00:00,sess_0002755,Android App
27544,3712,1664,view,2024-08-20 00:00:00,sess_0002755,Android App
27545,1579,171,purchase,2023-04-02 00:00:00,sess_0002755,Android App
27546,135,589,view,2023-01-30 00:00:00,sess_0002755,Android App
27547,4370,1830,view,2023-06-26 00:00:00,sess_0002755,Mobile Web
27548,4,739,add_to_cart,2024-03-24 00:00:00,sess_0002755,Android App
27549,1655,903,view,2024-01-03 00:00:00,sess_0002755,Android App
27550,3609,1002,purchase,2024-04-13 00:00:00,sess_0002755,Web
27551,2540,1865,view,2023-09-27 00:00:00,sess_0002756,iOS App
27552,583,1386,remove_from_cart,2024-06-11 00:00:00,sess_0002756,Mobile Web
27553,1403,814,checkout,2024-12-26 00:00:00,sess_0002756,iOS App
27554,4042,979,view,2023-02-28 00:00:00,sess_0002756,Web
27555,1850,1015,view,2024-06-16 00:00:00,sess_0002756,Mobile Web
27556,2954,965,view,2023-09-03 00:00:00,sess_0002756,Web
27557,3951,1627,add_to_cart,2023-12-24 00:00:00,sess_0002756,Mobile Web
27558,665,370,view,2023-10-11 00:00:00,sess_0002756,iOS App
27559,2792,821,view,2023-06-30 00:00:00,sess_0002756,iOS App
27560,753,1283,add_to_cart,2024-02-12 00:00:00,sess_0002756,Android App
27561,1131,1542,view,2023-11-18 00:00:00,sess_0002757,Mobile Web
27562,4081,918,view,2024-09-13 00:00:00,sess_0002757,iOS App
27563,3766,1356,checkout,2023-04-12 00:00:00,sess_0002757,Web
27564,4050,1989,view,2024-12-01 00:00:00,sess_0002757,iOS App
27565,511,1985,view,2024-03-12 00:00:00,sess_0002757,Mobile Web
27566,2943,276,view,2023-06-02 00:00:00,sess_0002757,iOS App
27567,1282,1639,view,2023-05-09 00:00:00,sess_0002757,Mobile Web
27568,4617,1238,checkout,2023-01-19 00:00:00,sess_0002757,Android App
27569,4615,1967,view,2024-04-02 00:00:00,sess_0002757,Mobile Web
27570,622,698,view,2023-08-12 00:00:00,sess_0002757,Mobile Web
27571,4041,1830,add_to_cart,2024-03-08 00:00:00,sess_0002758,Web
27572,1644,43,view,2023-04-29 00:00:00,sess_0002758,Mobile Web
27573,1077,1656,view,2024-01-08 00:00:00,sess_0002758,iOS App
27574,1658,1364,add_to_cart,2023-12-20 00:00:00,sess_0002758,Web
27575,2470,634,purchase,2024-06-08 00:00:00,sess_0002758,iOS App
27576,1036,1160,purchase,2024-05-19 00:00:00,sess_0002758,iOS App
27577,3997,1297,add_to_cart,2023-12-11 00:00:00,sess_0002758,Android App
27578,392,397,add_to_cart,2023-01-16 00:00:00,sess_0002758,Android App
27579,1333,402,purchase,2024-01-27 00:00:00,sess_0002758,Web
27580,1177,1216,view,2024-04-27 00:00:00,sess_0002758,Web
27581,3570,1084,checkout,2024-09-24 00:00:00,sess_0002759,iOS App
27582,1689,978,view,2024-04-09 00:00:00,sess_0002759,Android App
27583,3789,1370,view,2023-06-03 00:00:00,sess_0002759,iOS App
27584,3481,544,add_to_cart,2023-05-15 00:00:00,sess_0002759,Android App
27585,3730,1817,view,2024-06-23 00:00:00,sess_0002759,Web
27586,2851,417,view,2023-07-17 00:00:00,sess_0002759,Web
27587,1825,1566,view,2024-06-07 00:00:00,sess_0002759,Android App
27588,3875,948,view,2024-02-01 00:00:00,sess_0002759,Web
27589,831,312,remove_from_cart,2023-04-19 00:00:00,sess_0002759,iOS App
27590,923,1744,view,2023-04-28 00:00:00,sess_0002759,Mobile Web
27591,4811,737,purchase,2024-11-19 00:00:00,sess_0002760,Web
27592,4694,694,view,2023-11-06 00:00:00,sess_0002760,Web
27593,306,1448,checkout,2024-11-14 00:00:00,sess_0002760,iOS App
27594,605,369,purchase,2024-10-03 00:00:00,sess_0002760,Mobile Web
27595,2321,657,view,2023-07-05 00:00:00,sess_0002760,iOS App
27596,266,410,view,2023-01-02 00:00:00,sess_0002760,Mobile Web
27597,3451,1322,view,2024-08-25 00:00:00,sess_0002760,iOS App
27598,3238,13,remove_from_cart,2024-11-06 00:00:00,sess_0002760,Android App
27599,519,1101,remove_from_cart,2024-12-28 00:00:00,sess_0002760,Mobile Web
27600,3747,275,view,2023-01-09 00:00:00,sess_0002760,Mobile Web
27601,1249,1988,view,2023-11-12 00:00:00,sess_0002761,Mobile Web
27602,3636,1187,add_to_cart,2023-03-11 00:00:00,sess_0002761,Android App
27603,1703,1298,view,2024-09-05 00:00:00,sess_0002761,Android App
27604,1778,1015,view,2023-01-30 00:00:00,sess_0002761,Android App
27605,1686,29,view,2024-05-11 00:00:00,sess_0002761,iOS App
27606,2414,479,view,2024-11-17 00:00:00,sess_0002761,Android App
27607,3762,10,view,2023-08-29 00:00:00,sess_0002761,iOS App
27608,712,1339,remove_from_cart,2024-02-22 00:00:00,sess_0002761,Mobile Web
27609,3422,1754,view,2023-03-08 00:00:00,sess_0002761,Android App
27610,3400,939,view,2024-08-15 00:00:00,sess_0002761,Mobile Web
27611,932,615,checkout,2024-04-06 00:00:00,sess_0002762,Android App
27612,1675,1009,view,2024-06-14 00:00:00,sess_0002762,iOS App
27613,1688,1425,purchase,2023-12-21 00:00:00,sess_0002762,Web
27614,524,607,view,2024-03-09 00:00:00,sess_0002762,Web
27615,1434,1192,purchase,2023-05-20 00:00:00,sess_0002762,Mobile Web
27616,1984,1236,checkout,2023-01-31 00:00:00,sess_0002762,Web
27617,4758,404,view,2023-08-09 00:00:00,sess_0002762,Web
27618,2017,365,checkout,2024-07-08 00:00:00,sess_0002762,Android App
27619,1942,742,view,2024-01-27 00:00:00,sess_0002762,Mobile Web
27620,4286,1502,checkout,2024-06-25 00:00:00,sess_0002762,Web
27621,1463,254,view,2023-03-27 00:00:00,sess_0002763,Web
27622,3249,254,purchase,2024-11-18 00:00:00,sess_0002763,Mobile Web
27623,2562,1012,view,2024-11-04 00:00:00,sess_0002763,Mobile Web
27624,1873,459,view,2024-06-12 00:00:00,sess_0002763,iOS App
27625,3979,1002,view,2023-01-01 00:00:00,sess_0002763,iOS App
27626,4608,997,purchase,2024-09-23 00:00:00,sess_0002763,Web
27627,3623,1174,view,2023-03-03 00:00:00,sess_0002763,iOS App
27628,925,824,view,2023-03-08 00:00:00,sess_0002763,Android App
27629,648,181,view,2024-08-07 00:00:00,sess_0002763,iOS App
27630,3376,132,add_to_cart,2024-12-11 00:00:00,sess_0002763,Web
27631,2132,1299,view,2024-12-03 00:00:00,sess_0002764,Mobile Web
27632,3231,1469,view,2024-09-02 00:00:00,sess_0002764,iOS App
27633,3399,536,purchase,2023-04-13 00:00:00,sess_0002764,iOS App
27634,674,1628,add_to_cart,2023-03-01 00:00:00,sess_0002764,Android App
27635,1824,952,add_to_cart,2024-07-21 00:00:00,sess_0002764,Mobile Web
27636,4528,635,checkout,2024-02-05 00:00:00,sess_0002764,iOS App
27637,2333,1493,view,2024-09-30 00:00:00,sess_0002764,Android App
27638,535,1654,view,2023-01-09 00:00:00,sess_0002764,iOS App
27639,2563,10,view,2023-01-19 00:00:00,sess_0002764,Mobile Web
27640,1866,1966,view,2023-12-11 00:00:00,sess_0002764,Web
27641,1721,1030,view,2024-11-03 00:00:00,sess_0002765,iOS App
27642,4685,785,checkout,2024-07-15 00:00:00,sess_0002765,Android App
27643,4305,704,view,2023-03-04 00:00:00,sess_0002765,Mobile Web
27644,4762,654,checkout,2024-03-09 00:00:00,sess_0002765,Android App
27645,3733,1474,add_to_cart,2023-04-06 00:00:00,sess_0002765,iOS App
27646,4883,1137,view,2024-01-07 00:00:00,sess_0002765,Web
27647,1228,590,view,2024-03-27 00:00:00,sess_0002765,Mobile Web
27648,1452,1867,add_to_cart,2024-10-31 00:00:00,sess_0002765,Web
27649,2001,1574,view,2023-09-25 00:00:00,sess_0002765,Mobile Web
27650,4556,1953,view,2024-03-03 00:00:00,sess_0002765,Mobile Web
27651,807,439,add_to_cart,2024-07-10 00:00:00,sess_0002766,Web
27652,939,72,checkout,2023-01-02 00:00:00,sess_0002766,Web
27653,465,1245,add_to_cart,2023-01-30 00:00:00,sess_0002766,Mobile Web
27654,2600,1592,remove_from_cart,2024-08-14 00:00:00,sess_0002766,Web
27655,648,637,remove_from_cart,2023-03-08 00:00:00,sess_0002766,Android App
27656,2152,1342,purchase,2023-05-15 00:00:00,sess_0002766,Web
27657,2706,1070,view,2023-12-17 00:00:00,sess_0002766,Mobile Web
27658,692,1575,view,2024-10-05 00:00:00,sess_0002766,Web
27659,1109,1210,purchase,2024-05-17 00:00:00,sess_0002766,Mobile Web
27660,3624,1947,view,2024-12-10 00:00:00,sess_0002766,Android App
27661,4161,640,checkout,2023-12-26 00:00:00,sess_0002767,Mobile Web
27662,1373,593,view,2023-08-30 00:00:00,sess_0002767,Web
27663,2106,1632,view,2024-05-13 00:00:00,sess_0002767,Web
27664,1487,706,remove_from_cart,2024-07-10 00:00:00,sess_0002767,Web
