order_id,customer_id,seller_id,product_id,order_date,status,gmv,discount_amt,delivery_days,return_flag
15986,2279,260,1614,2023-09-22,Cancelled,7091.04,608.96,,False
15987,2858,382,815,2024-11-25,Delivered,862.11,637.89,14.0,False
15988,4122,62,361,2023-03-20,Delivered,211.12,128.88,11.0,False
15989,1205,130,1564,2024-10-30,Delivered,265.41,64.59,12.0,False
15990,966,342,301,2024-08-18,Delivered,291.95,168.05,7.0,False
15991,1354,199,479,2023-12-20,Delivered,430.32,39.68,14.0,False
15992,2060,235,1142,2024-04-01,Delivered,349.53,200.47,3.0,False
15993,3382,181,165,2023-04-20,Delivered,3714.19,1435.81,4.0,False
15994,3497,190,1016,2024-12-01,Delivered,6251.15,178.85,13.0,False
15995,2525,190,1309,2024-03-04,Delivered,24364.91,11425.09,13.0,False
15996,3154,131,834,2023-12-18,Delivered,20217.73,382.27,7.0,False
15997,4131,162,694,2024-08-12,Delivered,78119.26,4230.74,1.0,False
15998,4549,311,1711,2023-10-20,Delivered,44675.68,33174.32,14.0,False
15999,2297,89,654,2023-09-16,Delivered,228.54,11.46,9.0,False
16000,4058,342,1061,2023-01-12,Delivered,11160.96,2659.04,14.0,False
16001,523,295,882,2023-06-05,Delivered,336.56,273.44,4.0,False
16002,1799,453,1861,2024-12-01,Delivered,1997.47,102.53,2.0,False
16003,230,304,773,2024-07-10,Delivered,668.46,11.54,4.0,False
16004,2847,259,865,2024-08-01,Delivered,379.75,310.25,8.0,False
16005,1063,263,1700,2023-11-19,Delivered,2378.22,1.78,7.0,False
16006,50,280,1133,2023-11-07,Delivered,57596.54,713.46,12.0,False
16007,518,323,1994,2023-12-07,Returned,8967.97,4372.03,,True
16008,4560,426,1753,2023-05-24,Delivered,701.85,28.15,9.0,False
16009,1413,301,921,2023-05-18,Returned,4554.62,845.38,,True
16010,4205,417,1259,2024-03-26,Cancelled,2068.51,541.49,,False
16011,1242,482,525,2024-09-14,Delivered,4632.35,2827.65,12.0,False
16012,4731,207,860,2023-07-11,Delivered,330.35,169.65,2.0,False
16013,873,347,425,2023-06-06,Delivered,6433.7,2396.3,2.0,False
16014,897,135,786,2024-10-12,Delivered,5926.92,2643.08,5.0,False
16015,1850,326,1001,2023-10-30,Cancelled,249.74,30.26,,False
16016,597,188,342,2023-08-13,Delivered,523.12,126.88,2.0,False
16017,2192,262,599,2023-10-18,Delivered,3561.0,1399.0,12.0,False
16018,2616,428,145,2023-10-03,Delivered,71378.39,17391.61,11.0,False
16019,3587,260,1593,2023-10-05,Delivered,100245.62,35314.38,3.0,False
16020,3769,494,274,2023-05-09,Delivered,14375.15,984.85,1.0,False
16021,3749,221,1380,2023-07-10,Delivered,37.01,2.99,2.0,False
16022,2064,418,83,2024-03-30,Delivered,32086.42,7563.58,12.0,False
16023,2242,375,1693,2024-01-10,Delivered,5061.25,1648.75,12.0,False
16024,1750,257,1471,2023-09-29,Delivered,9699.88,160.12,3.0,False
16025,3656,73,733,2024-08-05,Delivered,11744.46,4425.54,14.0,False
16026,3289,429,380,2023-05-17,Delivered,11030.33,2969.67,2.0,False
16027,3308,471,1094,2023-07-27,Delivered,4834.22,975.78,4.0,False
16028,3147,56,591,2024-02-14,Delivered,1576.35,963.65,9.0,False
16029,192,256,1638,2024-08-05,Delivered,2366.45,183.55,5.0,False
16030,3948,422,1768,2024-09-23,Delivered,4867.21,1442.79,1.0,False
16031,1430,40,1988,2024-04-22,Returned,52201.58,3478.42,,True
16032,225,225,1757,2024-09-27,Processing,78257.82,12882.18,,False
16033,2482,414,1414,2024-06-24,Delivered,15644.72,11945.28,6.0,False
16034,2523,24,1938,2023-01-08,Delivered,258.38,71.62,8.0,False
16035,4029,340,606,2024-02-25,Delivered,2305.63,1094.37,6.0,False
16036,1665,208,1528,2024-11-11,Cancelled,6582.5,1357.5,,False
16037,4714,171,1872,2023-02-08,Delivered,49683.49,7526.51,13.0,False
16038,4140,113,1179,2023-08-18,Delivered,2267.28,132.72,12.0,False
16039,3852,109,1775,2024-09-19,Delivered,708.08,231.92,8.0,False
16040,1078,345,838,2023-07-10,Delivered,999.68,700.32,8.0,False
16041,3941,436,781,2024-02-01,Delivered,10119.35,2370.65,13.0,False
16042,1332,460,1999,2024-09-11,Cancelled,3789.76,1020.24,,False
16043,2719,285,1628,2023-10-20,Delivered,20328.99,13101.01,2.0,False
16044,3641,10,388,2024-10-07,Delivered,6410.24,2609.76,5.0,False
16045,3859,21,21,2024-03-30,Delivered,59613.97,35206.03,10.0,False
16046,4243,392,1285,2024-12-19,Delivered,159.52,0.48,3.0,False
16047,4383,482,947,2023-02-20,Delivered,83.32,26.68,13.0,False
16048,1413,409,1015,2024-07-03,Returned,12570.47,6789.53,,True
16049,1353,8,288,2023-03-30,Delivered,567.84,342.16,4.0,False
16050,1704,139,101,2024-12-31,Delivered,875.86,74.14,12.0,False
16051,2972,260,1118,2024-05-25,Delivered,209.36,0.64,8.0,False
16052,1708,2,602,2023-05-24,Processing,2738.52,81.48,,False
16053,4493,195,567,2024-03-24,Cancelled,84250.8,22149.2,,False
16054,1778,420,1928,2024-09-19,Delivered,33780.64,8249.36,3.0,False
16055,3345,478,1184,2023-02-09,Cancelled,11707.97,6522.03,,False
16056,394,403,1119,2023-07-29,Cancelled,7152.45,447.55,,False
16057,3953,445,525,2023-03-22,Delivered,4144.06,3315.94,3.0,False
16058,1288,471,544,2023-01-31,Delivered,788.34,131.66,8.0,False
16059,2025,16,1135,2023-09-20,Delivered,318.9,41.1,7.0,False
16060,4666,419,790,2023-07-25,Cancelled,646.36,223.64,,False
16061,1046,291,643,2023-10-07,Delivered,6018.5,501.5,11.0,False
16062,4321,97,1831,2023-05-25,Processing,3017.73,612.27,,False
16063,2482,43,999,2024-03-05,Delivered,837.44,112.56,8.0,False
16064,3215,209,1991,2023-01-22,Delivered,1580.27,719.73,9.0,False
16065,2177,86,1564,2023-06-28,Delivered,323.58,6.42,9.0,False
16066,3568,371,94,2023-04-08,Delivered,118299.32,14380.68,8.0,False
16067,3450,316,1187,2023-04-26,Delivered,542.68,147.32,1.0,False
16068,3341,235,1629,2024-11-27,Delivered,218.5,51.5,2.0,False
16069,4085,326,382,2023-06-21,Delivered,625.66,264.34,1.0,False
16070,3257,86,582,2023-04-14,Delivered,5249.09,600.91,4.0,False
16071,571,21,1670,2023-08-31,Delivered,182.5,147.5,2.0,False
16072,1367,14,489,2024-11-07,Delivered,603.82,306.18,10.0,False
16073,1155,419,1437,2023-05-27,Delivered,5196.11,4063.89,10.0,False
16074,2578,304,771,2024-04-07,Delivered,11565.05,7194.95,1.0,False
16075,4229,161,450,2024-05-16,Delivered,239.8,160.2,13.0,False
16076,4626,255,1303,2023-04-04,Delivered,651.85,138.15,4.0,False
16077,4187,155,1793,2024-08-21,Delivered,2277.68,732.32,4.0,False
16078,4832,459,1402,2024-02-04,Delivered,7860.41,1749.59,10.0,False
16079,2408,150,1978,2024-08-23,Delivered,1029.08,390.92,12.0,False
16080,3772,298,48,2023-06-17,Delivered,600.2,309.8,3.0,False
16081,3575,56,31,2023-10-25,Delivered,74028.37,37881.63,14.0,False
16082,2618,126,553,2023-10-12,Delivered,5410.95,1479.05,10.0,False
16083,885,76,1206,2023-05-26,Delivered,106988.13,18831.87,10.0,False
16084,1278,409,116,2024-04-29,Delivered,2625.35,1724.65,3.0,False
16085,4642,75,1131,2024-01-24,Delivered,13251.83,38.17,3.0,False
16086,1583,189,1314,2023-02-08,Delivered,3355.48,1954.52,5.0,False
16087,137,208,714,2023-02-07,Delivered,1302.12,237.88,6.0,False
16088,171,104,246,2023-03-28,Delivered,4250.38,2739.62,13.0,False
16089,4413,472,442,2023-06-26,Delivered,5928.69,3301.31,3.0,False
16090,1658,112,362,2023-11-30,Delivered,25.25,14.75,5.0,False
16091,3378,68,496,2023-03-15,Delivered,3054.18,125.82,10.0,False
16092,424,328,1960,2023-12-04,Delivered,89572.6,10877.4,2.0,False
16093,2283,344,1772,2023-03-14,Delivered,1130.76,9.24,2.0,False
16094,3153,55,879,2024-10-12,Delivered,2659.76,1880.24,9.0,False
16095,1029,319,367,2024-10-28,Cancelled,2397.05,602.95,,False
16096,4577,144,627,2024-08-12,Delivered,52877.47,16412.53,14.0,False
16097,1185,416,703,2024-12-15,Delivered,6664.59,3275.41,12.0,False
16098,119,337,1344,2024-06-11,Cancelled,96845.45,1294.55,,False
16099,374,289,1432,2023-10-18,Delivered,5692.66,1697.34,7.0,False
16100,4313,35,26,2024-08-12,Delivered,6497.55,682.45,1.0,False
16101,409,131,20,2023-12-30,Cancelled,3381.06,808.94,,False
16102,1571,75,1790,2023-12-17,Delivered,261.89,208.11,6.0,False
16103,1306,145,1542,2024-11-05,Delivered,1015.75,444.25,5.0,False
16104,2389,156,52,2024-06-04,Cancelled,8178.12,2011.88,,False
16105,1880,309,1021,2024-10-07,Delivered,11585.31,3624.69,3.0,False
16106,1522,44,54,2024-07-29,Delivered,433.63,36.37,2.0,False
16107,237,443,1260,2024-11-30,Delivered,6202.18,307.82,5.0,False
16108,4583,159,1158,2024-03-05,Delivered,163.81,96.19,2.0,False
16109,2579,5,710,2023-03-30,Delivered,6461.44,198.56,13.0,False
16110,4050,199,620,2024-12-28,Delivered,2840.17,1969.83,6.0,False
16111,1650,416,1295,2023-12-20,Returned,42069.62,31740.38,,True
16112,667,259,781,2024-09-08,Cancelled,7101.12,5388.88,,False
16113,3812,114,1585,2023-10-07,Delivered,24151.27,578.73,9.0,False
16114,3325,188,1220,2023-03-19,Delivered,19430.99,5559.01,8.0,False
16115,4835,114,1489,2024-11-08,Delivered,14148.64,1031.36,7.0,False
16116,3644,488,613,2023-10-10,Delivered,599.17,180.83,4.0,False
16117,793,350,1301,2024-02-05,Delivered,209.44,150.56,3.0,False
16118,1712,256,1069,2023-05-08,Delivered,80288.11,13541.89,12.0,False
16119,4592,425,1663,2023-04-12,Delivered,328.59,41.41,2.0,False
16120,1729,18,777,2024-11-20,Delivered,23668.34,1771.66,13.0,False
16121,3741,159,1201,2024-09-07,Delivered,28437.12,142.88,14.0,False
16122,3277,54,1081,2024-02-27,Cancelled,12978.4,1471.6,,False
16123,3103,460,1430,2023-04-19,Delivered,268.13,151.87,11.0,False
16124,449,92,735,2023-05-12,Returned,10977.47,5152.53,,True
16125,2128,175,136,2023-09-12,Delivered,313.22,66.78,6.0,False
16126,1068,127,815,2024-03-26,Delivered,1323.75,176.25,9.0,False
16127,3007,145,869,2023-05-25,Delivered,33479.27,16560.73,6.0,False
16128,4018,23,1328,2024-08-09,Delivered,214.11,15.89,2.0,False
16129,2631,366,1649,2024-10-02,Returned,79201.45,6298.55,,True
16130,3264,52,1104,2024-07-01,Delivered,15995.57,5284.43,13.0,False
16131,1528,104,1357,2024-02-09,Delivered,2444.56,915.44,4.0,False
16132,4340,319,1378,2023-02-22,Delivered,3713.33,1026.67,9.0,False
16133,1835,164,1246,2023-05-15,Delivered,2789.56,2060.44,3.0,False
16134,363,45,825,2023-09-15,Delivered,3355.94,1844.06,10.0,False
16135,2422,379,424,2024-08-10,Delivered,11136.94,3353.06,12.0,False
16136,4614,280,796,2024-10-23,Returned,250.01,59.99,,True
16137,1970,107,1646,2023-05-13,Cancelled,8548.18,951.82,,False
16138,3851,228,1917,2023-02-06,Delivered,24360.72,13389.28,13.0,False
16139,3227,422,297,2023-09-01,Delivered,114316.02,23823.98,13.0,False
16140,4052,325,710,2023-07-18,Delivered,4578.74,2081.26,11.0,False
16141,1890,26,1863,2024-05-16,Cancelled,109.06,60.94,,False
16142,2630,230,944,2023-12-12,Delivered,1320.54,1009.46,8.0,False
16143,1107,73,1096,2023-04-16,Cancelled,7598.07,1361.93,,False
16144,2276,394,531,2024-08-08,Delivered,135.94,4.06,3.0,False
16145,687,130,762,2023-04-02,Cancelled,598.76,31.24,,False
16146,2867,55,50,2023-02-15,Delivered,2144.51,315.49,13.0,False
16147,1216,5,996,2023-11-19,Delivered,537.44,332.56,2.0,False
16148,3839,436,1581,2023-08-02,Cancelled,25980.39,17859.61,,False
16149,2954,73,956,2023-10-30,Delivered,4376.98,1273.02,9.0,False
16150,364,487,857,2024-11-17,Cancelled,274.89,155.11,,False
16151,146,423,1503,2023-12-23,Delivered,640.27,289.73,5.0,False
16152,1377,95,33,2023-06-08,Delivered,1606.27,1293.73,7.0,False
16153,3680,441,1339,2024-05-14,Cancelled,22170.98,5629.02,,False
16154,3009,316,1464,2023-06-19,Delivered,834.37,55.63,13.0,False
16155,4346,272,1504,2023-05-02,Delivered,10391.68,6858.32,3.0,False
16156,4833,101,1501,2024-04-26,Delivered,383.13,226.87,8.0,False
16157,3047,56,1738,2024-05-08,Delivered,8374.32,3265.68,1.0,False
16158,234,213,902,2024-06-28,Cancelled,11505.5,3854.5,,False
16159,3465,411,301,2024-03-22,Delivered,274.34,185.66,2.0,False
16160,586,115,1273,2024-02-05,Delivered,80.12,59.88,3.0,False
16161,3619,416,723,2023-09-01,Delivered,3755.06,404.94,9.0,False
16162,1228,254,1268,2024-02-03,Returned,2943.6,36.4,,True
16163,1721,371,95,2023-04-30,Returned,23292.69,5547.31,,True
16164,323,380,1514,2023-06-14,Delivered,159.31,80.69,5.0,False
16165,598,175,24,2023-11-12,Delivered,5866.73,23.27,10.0,False
16166,3488,218,1249,2023-01-23,Delivered,5821.75,1568.25,4.0,False
16167,945,421,374,2024-05-10,Delivered,4583.84,1676.16,1.0,False
16168,538,21,1759,2024-02-19,Delivered,95997.42,19142.58,5.0,False
16169,1734,411,964,2023-10-16,Delivered,3069.07,1500.93,13.0,False
16170,3310,208,412,2024-12-28,Delivered,3207.43,242.57,11.0,False
16171,2153,269,302,2023-05-02,Delivered,105.63,84.37,8.0,False
16172,4718,257,1404,2024-11-09,Delivered,11599.21,2050.79,12.0,False
16173,3363,480,171,2024-02-12,Delivered,13673.63,1966.37,12.0,False
16174,3490,498,478,2024-03-09,Delivered,8304.29,6405.71,4.0,False
16175,277,231,96,2023-12-27,Delivered,85.81,54.19,10.0,False
16176,941,490,877,2024-12-29,Delivered,43024.55,15845.45,6.0,False
16177,2236,310,1773,2024-01-22,Delivered,376.82,263.18,2.0,False
16178,4162,286,1067,2024-08-03,Delivered,10674.97,8275.03,1.0,False
16179,2145,272,1296,2024-07-30,Delivered,6311.34,1368.66,8.0,False
16180,4494,418,125,2023-10-31,Delivered,455.27,364.73,11.0,False
16181,410,380,408,2023-08-13,Delivered,545.65,364.35,12.0,False
16182,3291,328,931,2024-05-23,Delivered,419.63,320.37,10.0,False
16183,2785,438,968,2024-01-16,Delivered,11209.59,2570.41,12.0,False
16184,4938,205,1826,2023-03-28,Delivered,589.67,10.33,11.0,False
16185,4025,32,799,2024-07-15,Delivered,503.13,186.87,7.0,False
16186,3563,406,330,2023-01-12,Returned,3259.99,1180.01,,True
16187,1574,217,1449,2024-12-01,Delivered,3585.84,454.16,14.0,False
16188,4179,29,593,2024-01-15,Delivered,415.48,4.52,7.0,False
16189,4695,487,609,2023-02-10,Delivered,110902.77,13757.23,1.0,False
16190,1826,414,482,2024-10-31,Delivered,3630.65,1959.35,11.0,False
16191,1629,95,928,2024-10-27,Delivered,1603.39,646.61,7.0,False
16192,3374,386,1573,2023-11-13,Delivered,381.73,188.27,11.0,False
16193,2361,163,321,2024-08-31,Delivered,1756.28,1433.72,3.0,False
16194,2995,23,1588,2023-09-25,Delivered,2738.92,1551.08,2.0,False
16195,338,24,1776,2024-05-17,Delivered,2332.21,1367.79,5.0,False
16196,62,321,1542,2024-05-01,Delivered,1318.57,141.43,5.0,False
16197,3869,345,1854,2023-09-10,Returned,2112.17,887.83,,True
16198,3248,274,1516,2023-05-29,Delivered,4992.07,1167.93,10.0,False
16199,2599,302,1664,2023-03-14,Delivered,789.9,160.1,3.0,False
16200,4631,456,1252,2024-03-23,Delivered,65.86,44.14,1.0,False
16201,40,421,1579,2023-02-08,Delivered,566.47,273.53,9.0,False
16202,1215,393,1965,2023-10-19,Delivered,950.53,129.47,5.0,False
16203,4837,167,248,2023-08-20,Cancelled,54380.68,44399.32,,False
16204,3938,402,535,2023-12-01,Delivered,34.61,25.39,14.0,False
16205,4981,88,1285,2024-01-06,Delivered,123.52,36.48,2.0,False
16206,2074,64,1378,2024-12-13,Returned,4458.21,281.79,,True
16207,918,38,1116,2023-12-24,Delivered,10600.31,5739.69,1.0,False
16208,4222,123,203,2024-01-28,Delivered,686.24,353.76,9.0,False
16209,2450,488,61,2023-03-14,Delivered,7254.38,2915.62,12.0,False
16210,1629,69,309,2023-09-28,Delivered,3651.12,2228.88,3.0,False
16211,1116,141,392,2024-10-27,Delivered,7897.31,972.69,8.0,False
16212,433,212,333,2024-01-11,Delivered,60.48,39.52,14.0,False
16213,3866,289,1512,2023-09-29,Delivered,12116.64,5833.36,7.0,False
16214,4606,20,1827,2024-07-16,Returned,127.92,22.08,,True
16215,1710,36,1090,2024-06-06,Delivered,130.02,39.98,1.0,False
16216,3221,433,495,2023-09-07,Delivered,334.27,75.73,10.0,False
16217,4225,401,1518,2023-07-06,Delivered,12403.58,8456.42,8.0,False
16218,3013,258,1056,2024-08-20,Delivered,1297.39,162.61,11.0,False
16219,453,312,1981,2024-07-19,Delivered,188.72,81.28,4.0,False
16220,1367,420,216,2023-06-11,Delivered,2570.84,949.16,1.0,False
16221,3515,29,752,2023-10-15,Cancelled,3748.32,41.68,,False
16222,3738,389,150,2023-05-14,Cancelled,147.69,62.31,,False
16223,1502,144,1012,2023-01-24,Delivered,4064.87,845.13,4.0,False
16224,1543,79,32,2023-06-01,Delivered,79.92,60.08,13.0,False
16225,2946,183,221,2024-05-30,Delivered,275.42,44.58,1.0,False
16226,1031,337,1277,2023-11-29,Delivered,6805.98,1094.02,8.0,False
16227,787,392,933,2024-05-04,Delivered,41734.98,9175.02,7.0,False
16228,1768,30,1167,2023-02-08,Delivered,556.69,133.31,5.0,False
16229,2991,313,358,2023-07-19,Delivered,2652.27,627.73,4.0,False
16230,1802,297,1122,2024-03-21,Delivered,342.75,167.25,13.0,False
16231,2897,367,1290,2023-10-22,Returned,20341.44,12028.56,,True
16232,2117,488,74,2024-04-26,Returned,3768.69,2531.31,,True
16233,3226,352,1303,2023-01-17,Delivered,701.45,88.55,4.0,False
16234,2616,8,1182,2024-06-11,Delivered,6470.16,1769.84,7.0,False
16235,4271,50,1732,2023-02-22,Delivered,18364.45,7955.55,6.0,False
16236,2812,416,1473,2024-10-09,Delivered,941.81,48.19,6.0,False
16237,4364,8,531,2023-04-13,Delivered,91.23,48.77,10.0,False
16238,3842,398,1894,2024-12-22,Delivered,860.6,89.4,7.0,False
16239,4315,180,912,2023-03-06,Delivered,21388.66,16381.34,12.0,False
16240,3265,471,169,2023-03-09,Delivered,5226.51,2133.49,11.0,False
16241,2187,23,217,2024-09-05,Delivered,118.18,51.82,6.0,False
16242,4292,203,409,2024-08-28,Cancelled,38546.06,3593.94,,False
16243,2496,276,1543,2024-03-30,Delivered,4810.68,3069.32,9.0,False
16244,1750,217,908,2023-04-25,Delivered,357.49,72.51,5.0,False
16245,3348,69,1812,2023-04-29,Delivered,5430.34,3189.66,6.0,False
16246,2531,457,1792,2024-04-17,Delivered,338.62,1.38,9.0,False
16247,4819,111,1771,2023-02-10,Delivered,2461.36,1028.64,1.0,False
16248,2784,393,92,2024-04-18,Delivered,369.66,290.34,6.0,False
16249,3048,3,1072,2023-05-01,Delivered,865.69,24.31,4.0,False
16250,2148,371,1390,2023-12-06,Returned,1881.33,548.67,,True
16251,33,190,478,2023-01-01,Delivered,11033.68,3676.32,4.0,False
16252,469,200,1900,2023-04-22,Delivered,18782.05,3577.95,14.0,False
16253,3627,491,718,2024-03-14,Delivered,191.02,128.98,6.0,False
16254,4790,181,1592,2024-05-19,Delivered,166.91,63.09,9.0,False
16255,128,491,1087,2023-09-04,Returned,8161.6,5738.4,,True
16256,4750,425,1167,2023-02-21,Delivered,563.13,126.87,8.0,False
16257,4161,146,320,2023-02-22,Delivered,17031.16,11588.84,3.0,False
16258,18,142,1604,2024-02-08,Cancelled,14929.16,300.84,,False
16259,808,287,1426,2024-03-16,Delivered,1306.45,413.55,2.0,False
16260,1648,40,1637,2024-03-23,Delivered,824.15,105.85,3.0,False
16261,1799,400,725,2024-06-14,Delivered,92.38,57.62,4.0,False
16262,2840,362,181,2023-08-31,Delivered,538.47,251.53,12.0,False
16263,2998,292,1274,2024-12-04,Delivered,6733.07,66.93,3.0,False
16264,64,292,543,2024-05-24,Delivered,18560.68,8409.32,7.0,False
16265,4166,326,1516,2024-11-12,Processing,4746.79,1413.21,,False
16266,1734,409,1204,2024-05-23,Delivered,4375.64,384.36,14.0,False
16267,2988,434,183,2023-04-08,Delivered,6963.27,436.73,7.0,False
16268,2231,426,853,2023-07-25,Returned,205.52,14.48,,True
16269,3384,47,1256,2023-01-18,Delivered,436.02,53.98,4.0,False
16270,1556,220,1886,2024-02-27,Delivered,1674.59,1125.41,6.0,False
16271,4284,420,68,2023-04-03,Delivered,101068.69,16391.31,3.0,False
16272,1787,229,1974,2024-03-11,Delivered,3971.89,238.11,9.0,False
16273,3670,202,584,2024-06-05,Delivered,7202.41,847.59,12.0,False
16274,752,361,295,2023-11-06,Delivered,70761.13,43978.87,8.0,False
16275,4916,156,1269,2024-09-27,Delivered,862.85,587.15,1.0,False
16276,4019,79,616,2024-11-29,Returned,3040.74,849.26,,True
16277,4592,245,1630,2023-06-16,Delivered,28558.25,1291.75,9.0,False
16278,3757,148,1964,2023-09-13,Delivered,21953.56,6666.44,11.0,False
16279,3081,253,105,2024-07-17,Delivered,8404.95,455.05,1.0,False
16280,644,57,479,2023-12-03,Delivered,439.7,30.3,14.0,False
16281,2586,317,327,2023-03-15,Delivered,369.21,90.79,5.0,False
16282,3756,356,913,2024-06-30,Delivered,501.51,208.49,13.0,False
16283,4990,469,965,2024-01-31,Delivered,1034.17,205.83,8.0,False
16284,1602,231,1698,2023-11-08,Cancelled,1496.2,393.8,,False
16285,1882,252,1584,2023-07-22,Delivered,2072.8,277.2,14.0,False
16286,1992,363,686,2023-05-20,Delivered,95385.28,19164.72,8.0,False
16287,2614,298,1157,2024-08-24,Delivered,208.68,131.32,9.0,False
16288,4902,122,1202,2023-02-01,Delivered,9594.39,5525.61,1.0,False
16289,2909,7,187,2024-04-05,Delivered,544.13,35.87,3.0,False
16290,1097,489,718,2023-07-04,Delivered,295.53,24.47,5.0,False
16291,3687,163,1350,2024-08-06,Delivered,309.79,20.21,6.0,False
16292,4525,431,1744,2023-11-01,Delivered,517.35,132.65,9.0,False
16293,4134,469,1819,2024-10-30,Delivered,6696.47,3353.53,12.0,False
16294,738,124,969,2023-11-14,Delivered,78.06,51.94,5.0,False
16295,4245,218,1852,2023-12-20,Delivered,7412.77,1947.23,2.0,False
16296,2552,239,461,2024-05-23,Cancelled,6954.75,165.25,,False
16297,2360,3,1351,2023-07-11,Delivered,356.72,33.28,6.0,False
16298,2814,321,509,2023-10-21,Delivered,1815.56,1244.44,4.0,False
16299,1521,98,1557,2023-04-11,Delivered,65161.84,41828.16,8.0,False
16300,4692,382,865,2024-10-15,Delivered,627.11,62.89,4.0,False
16301,4810,372,1934,2024-03-09,Delivered,4372.46,907.54,6.0,False
16302,2504,415,1082,2023-07-10,Delivered,556.73,373.27,7.0,False
16303,4023,467,301,2023-05-12,Delivered,452.45,7.55,13.0,False
16304,1921,130,681,2023-12-20,Delivered,9227.5,6192.5,13.0,False
16305,2600,406,1362,2023-08-16,Delivered,782.98,37.02,1.0,False
16306,126,371,166,2024-03-11,Delivered,120.57,39.43,6.0,False
16307,2727,235,1785,2024-10-29,Delivered,216.6,123.4,4.0,False
16308,3626,362,1431,2024-11-11,Delivered,20956.16,4973.84,3.0,False
16309,2491,258,989,2024-07-16,Delivered,2677.93,412.07,8.0,False
16310,1270,322,1425,2023-03-17,Cancelled,747.52,172.48,,False
16311,1394,486,1181,2023-08-01,Delivered,5157.55,1412.45,6.0,False
16312,2556,311,641,2023-01-12,Delivered,377.96,122.04,3.0,False
16313,2392,140,815,2023-08-08,Delivered,1461.47,38.53,9.0,False
16314,3948,218,417,2023-03-27,Cancelled,8333.52,2466.48,,False
16315,1564,373,43,2024-08-05,Delivered,550.81,39.19,6.0,False
16316,752,419,214,2023-07-22,Delivered,6739.63,1590.37,14.0,False
16317,4173,170,952,2023-04-02,Cancelled,3807.6,1662.4,,False
16318,2403,338,1448,2023-04-23,Delivered,615.38,264.62,7.0,False
16319,1755,332,474,2024-01-26,Delivered,1319.76,100.24,7.0,False
16320,3938,261,284,2023-12-24,Delivered,2136.57,93.43,3.0,False
16321,3764,291,1738,2023-11-24,Delivered,9514.31,2125.69,7.0,False
16322,798,135,179,2023-12-06,Delivered,9103.39,3496.61,10.0,False
16323,1034,182,987,2024-08-18,Delivered,492.6,87.4,13.0,False
16324,2257,384,790,2023-11-28,Delivered,854.72,15.28,3.0,False
16325,4628,219,119,2024-01-12,Returned,5529.06,1740.94,,True
16326,4561,425,1751,2024-09-26,Delivered,377.75,262.25,6.0,False
16327,724,371,380,2023-07-30,Processing,11549.71,2450.29,,False
16328,1892,218,531,2023-02-14,Delivered,112.5,27.5,6.0,False
16329,4461,494,1143,2024-12-11,Delivered,8443.66,1096.34,14.0,False
16330,3861,62,1787,2023-03-04,Delivered,1143.13,666.87,3.0,False
16331,2983,438,447,2024-06-21,Cancelled,3188.58,731.42,,False
16332,1984,365,1043,2023-09-07,Delivered,23875.53,1024.47,12.0,False
16333,1452,65,1699,2023-07-12,Returned,211.32,28.68,,True
16334,40,311,1591,2024-06-21,Delivered,3239.59,1240.41,2.0,False
16335,2035,402,1222,2023-10-04,Delivered,5180.27,1169.73,9.0,False
16336,3384,43,350,2023-08-19,Delivered,296.17,23.83,2.0,False
16337,273,28,1164,2024-07-11,Cancelled,9270.14,4769.86,,False
16338,2451,412,1287,2023-05-06,Returned,8758.24,6901.76,,True
16339,3901,376,1277,2024-05-07,Cancelled,5860.43,2039.57,,False
16340,4589,99,1108,2024-08-13,Delivered,23744.79,4885.21,4.0,False
16341,3871,312,971,2024-03-03,Delivered,11670.64,9169.36,2.0,False
16342,990,145,672,2023-06-30,Delivered,950.81,9.19,4.0,False
16343,4612,368,1450,2023-12-06,Delivered,141176.18,5343.82,6.0,False
16344,3630,190,968,2024-07-27,Delivered,9177.49,4602.51,6.0,False
16345,4219,335,1362,2023-12-28,Delivered,628.08,191.92,3.0,False
16346,2285,293,439,2023-04-15,Delivered,7973.19,3276.81,1.0,False
16347,1199,278,310,2024-07-14,Returned,340.3,9.7,,True
16348,2525,68,1061,2023-06-17,Delivered,10082.38,3737.62,2.0,False
16349,547,59,1927,2023-12-09,Delivered,2296.82,1663.18,7.0,False
16350,344,376,1769,2024-07-04,Delivered,6331.66,4088.34,1.0,False
16351,2548,25,1177,2024-05-06,Returned,6106.65,2503.35,,True
16352,805,418,1351,2023-10-16,Delivered,336.44,53.56,13.0,False
16353,2792,53,501,2024-01-11,Delivered,291.54,208.46,4.0,False
16354,492,13,1320,2023-01-30,Delivered,4693.69,206.31,14.0,False
16355,2440,18,1043,2023-10-10,Delivered,23103.5,1796.5,8.0,False
16356,1017,431,1938,2023-05-15,Delivered,259.94,70.06,8.0,False
16357,4940,148,1779,2023-10-26,Delivered,286.03,63.97,8.0,False
16358,1958,178,757,2024-05-03,Delivered,27185.64,1164.36,3.0,False
16359,4804,59,1334,2024-07-02,Delivered,1662.93,1207.07,4.0,False
16360,510,11,698,2023-08-05,Cancelled,899.34,30.66,,False
16361,2184,63,735,2024-02-05,Cancelled,8895.36,7234.64,,False
16362,2278,195,1886,2023-08-03,Delivered,2624.03,175.97,9.0,False
16363,3142,316,1117,2023-08-02,Returned,5856.12,3613.88,,True
