customer_id,city,state,signup_date,segment,acquisition_channel,lifetime_orders
910,Bhopal,Madhya Pradesh,2023-08-22,New,Social Media,2
911,Lucknow,Uttar Pradesh,2023-04-14,Regular,App Install,6
912,Vadodara,Gujarat,2024-02-20,Regular,Social Media,19
913,Kolkata,West Bengal,2023-07-10,Regular,Referral,10
914,Chandigarh,Punjab,2023-09-29,New,App Install,2
915,Bhopal,Madhya Pradesh,2023-12-26,Regular,Social Media,18
916,Ahmedabad,Gujarat,2024-01-06,New,Paid Ads,1
917,Bhopal,Madhya Pradesh,2023-11-27,Regular,Organic Search,7
918,Bhopal,Madhya Pradesh,2023-07-14,Regular,Email,13
919,Nagpur,Maharashtra,2024-06-02,Inactive,App Install,5
920,Patna,Bihar,2023-10-31,Inactive,Email,5
921,Nagpur,Maharashtra,2023-07-02,Regular,Referral,6
922,Coimbatore,Tamil Nadu,2023-07-23,New,Organic Search,1
923,Bhopal,Madhya Pradesh,2024-09-04,Inactive,App Install,4
924,Vadodara,Gujarat,2023-09-27,Regular,Paid Ads,14
925,Bhopal,Madhya Pradesh,2024-06-29,Regular,Social Media,16
926,Pune,Maharashtra,2023-05-17,New,Referral,1
927,Jaipur,Rajasthan,2023-10-28,Regular,Email,6
928,Indore,Madhya Pradesh,2023-11-28,Inactive,Paid Ads,4
929,Patna,Bihar,2023-02-11,Inactive,Paid Ads,5
930,Delhi,Delhi,2023-06-08,New,App Install,2
931,Kolkata,West Bengal,2023-01-27,Premium,Referral,29
932,Patna,Bihar,2023-08-13,Regular,Paid Ads,11
933,Hyderabad,Telangana,2024-03-26,Inactive,App Install,2
934,Bengaluru,Karnataka,2023-05-29,Premium,Organic Search,33
935,Surat,Gujarat,2023-09-07,New,Organic Search,3
936,Agra,Uttar Pradesh,2024-05-09,Premium,Referral,41
937,Surat,Gujarat,2024-07-23,Inactive,Email,5
938,Vadodara,Gujarat,2023-07-16,Regular,Referral,9
939,Coimbatore,Tamil Nadu,2024-06-15,Inactive,Email,4
940,Kolkata,West Bengal,2024-08-12,New,Referral,3
941,Coimbatore,Tamil Nadu,2023-09-25,Regular,App Install,15
942,Lucknow,Uttar Pradesh,2023-09-27,New,Referral,2
943,Coimbatore,Tamil Nadu,2024-01-09,New,Paid Ads,2
944,Patna,Bihar,2024-07-07,Regular,Social Media,6
945,Pune,Maharashtra,2023-05-18,Inactive,Social Media,2
946,Bengaluru,Karnataka,2024-07-05,Inactive,Email,2
947,Agra,Uttar Pradesh,2023-04-09,New,Email,3
948,Bengaluru,Karnataka,2024-05-02,Inactive,Email,3
949,Agra,Uttar Pradesh,2023-04-18,Premium,Email,29
950,Kochi,Kerala,2023-12-23,New,App Install,3
951,Patna,Bihar,2024-07-21,Regular,Paid Ads,18
952,Agra,Uttar Pradesh,2023-10-03,Inactive,Email,1
953,Agra,Uttar Pradesh,2024-04-16,Regular,Email,18
954,Coimbatore,Tamil Nadu,2024-05-24,Regular,Email,17
955,Ahmedabad,Gujarat,2023-03-08,Premium,Paid Ads,16
956,Chandigarh,Punjab,2024-07-27,Premium,Referral,50
957,Mumbai,Maharashtra,2023-02-28,New,Social Media,2
958,Surat,Gujarat,2023-06-01,New,Organic Search,3
959,Lucknow,Uttar Pradesh,2023-12-29,Regular,Organic Search,12
960,Nagpur,Maharashtra,2024-08-06,Regular,Social Media,4
961,Nagpur,Maharashtra,2024-09-04,New,Referral,2
962,Indore,Madhya Pradesh,2023-05-17,Premium,Referral,28
963,Coimbatore,Tamil Nadu,2024-04-07,Premium,Social Media,49
964,Vadodara,Gujarat,2023-11-08,Regular,Social Media,11
965,Bengaluru,Karnataka,2024-08-06,Regular,Email,17
966,Chennai,Tamil Nadu,2023-05-28,Regular,Email,14
967,Mumbai,Maharashtra,2023-01-07,New,Email,1
968,Kochi,Kerala,2024-01-02,New,Email,1
969,Indore,Madhya Pradesh,2023-03-14,New,Email,1
970,Vadodara,Gujarat,2024-06-26,Inactive,Referral,2
971,Chennai,Tamil Nadu,2023-07-19,Premium,Paid Ads,53
972,Delhi,Delhi,2023-07-03,Regular,Paid Ads,4
973,Coimbatore,Tamil Nadu,2024-05-21,Regular,App Install,7
974,Vadodara,Gujarat,2023-12-06,Inactive,Organic Search,1
975,Pune,Maharashtra,2024-02-18,Regular,Email,16
976,Jaipur,Rajasthan,2024-02-22,Regular,Referral,19
977,Bengaluru,Karnataka,2023-05-22,Regular,Social Media,9
978,Vadodara,Gujarat,2023-04-09,New,Social Media,2
979,Pune,Maharashtra,2023-07-01,New,App Install,2
980,Lucknow,Uttar Pradesh,2023-09-16,New,Referral,1
981,Delhi,Delhi,2023-07-08,Inactive,Social Media,4
982,Kochi,Kerala,2023-07-25,New,Paid Ads,2
983,Bengaluru,Karnataka,2023-03-25,Premium,Social Media,43
984,Lucknow,Uttar Pradesh,2023-04-07,Regular,Email,12
985,Nagpur,Maharashtra,2023-01-21,Regular,Email,5
986,Patna,Bihar,2024-07-24,Inactive,Organic Search,3
987,Vadodara,Gujarat,2023-04-08,Regular,Paid Ads,4
988,Jaipur,Rajasthan,2024-06-25,Regular,Organic Search,4
989,Patna,Bihar,2023-12-01,Regular,Referral,13
990,Hyderabad,Telangana,2023-01-29,New,Email,3
991,Jaipur,Rajasthan,2024-01-19,Regular,Organic Search,9
992,Delhi,Delhi,2023-07-13,Regular,App Install,19
993,Lucknow,Uttar Pradesh,2023-07-06,Premium,Email,28
994,Jaipur,Rajasthan,2023-12-20,New,Organic Search,3
995,Agra,Uttar Pradesh,2023-06-08,New,Email,2
996,Mumbai,Maharashtra,2024-08-10,Regular,Paid Ads,18
997,Ahmedabad,Gujarat,2023-07-01,Inactive,Email,2
998,Jaipur,Rajasthan,2024-03-31,New,Organic Search,3
999,Agra,Uttar Pradesh,2023-02-09,New,Email,1
1000,Kochi,Kerala,2023-11-16,New,Social Media,1
1001,Delhi,Delhi,2023-12-24,Regular,App Install,9
1002,Nagpur,Maharashtra,2024-08-27,Inactive,Email,2
1003,Surat,Gujarat,2023-04-13,Regular,Referral,10
1004,Agra,Uttar Pradesh,2024-09-09,New,Paid Ads,3
1005,Ahmedabad,Gujarat,2023-12-12,Regular,Referral,16
1006,Ahmedabad,Gujarat,2024-04-03,Inactive,Organic Search,5
1007,Hyderabad,Telangana,2023-03-09,Regular,Social Media,11
1008,Bengaluru,Karnataka,2024-01-10,Premium,Paid Ads,30
1009,Coimbatore,Tamil Nadu,2024-05-17,New,Paid Ads,2
1010,Lucknow,Uttar Pradesh,2023-02-12,New,Social Media,1
1011,Nagpur,Maharashtra,2024-05-06,Premium,App Install,60
1012,Bhopal,Madhya Pradesh,2024-08-28,Regular,Organic Search,20
1013,Indore,Madhya Pradesh,2023-04-04,Inactive,App Install,3
1014,Mumbai,Maharashtra,2024-06-23,Premium,Email,51
1015,Chandigarh,Punjab,2024-06-28,Regular,Email,16
1016,Chennai,Tamil Nadu,2024-07-13,Regular,App Install,10
1017,Bengaluru,Karnataka,2023-10-17,Regular,Social Media,8
1018,Indore,Madhya Pradesh,2024-04-03,Regular,Paid Ads,13
1019,Delhi,Delhi,2024-03-12,New,Referral,2
1020,Chandigarh,Punjab,2024-01-22,Regular,Organic Search,19
1021,Chennai,Tamil Nadu,2023-01-25,Premium,Referral,21
1022,Chennai,Tamil Nadu,2023-11-26,New,Email,2
1023,Kochi,Kerala,2024-09-16,Regular,Referral,13
1024,Pune,Maharashtra,2024-05-24,Regular,Social Media,5
1025,Bengaluru,Karnataka,2024-06-24,Regular,Organic Search,10
1026,Vadodara,Gujarat,2023-04-02,Regular,Social Media,9
1027,Mumbai,Maharashtra,2023-11-18,Inactive,App Install,1
1028,Kochi,Kerala,2024-07-01,New,Organic Search,1
1029,Bengaluru,Karnataka,2023-11-07,New,Referral,1
1030,Bengaluru,Karnataka,2023-12-27,New,Email,1
1031,Kolkata,West Bengal,2024-03-20,New,App Install,3
1032,Hyderabad,Telangana,2024-06-20,Inactive,Paid Ads,5
1033,Nagpur,Maharashtra,2024-01-15,Regular,App Install,5
1034,Mumbai,Maharashtra,2023-08-08,Premium,Organic Search,44
1035,Mumbai,Maharashtra,2023-07-10,Regular,Paid Ads,14
1036,Chandigarh,Punjab,2023-03-16,Regular,App Install,10
1037,Chennai,Tamil Nadu,2024-05-22,Regular,Paid Ads,4
1038,Pune,Maharashtra,2023-02-16,Premium,Referral,28
1039,Hyderabad,Telangana,2023-04-30,New,Social Media,1
1040,Delhi,Delhi,2023-09-04,Regular,App Install,14
1041,Patna,Bihar,2023-07-01,New,Referral,1
1042,Surat,Gujarat,2024-01-16,Premium,Referral,17
1043,Patna,Bihar,2023-06-09,Inactive,Paid Ads,5
1044,Lucknow,Uttar Pradesh,2023-09-10,Regular,Email,12
1045,Chandigarh,Punjab,2024-03-08,Regular,App Install,13
1046,Surat,Gujarat,2023-07-29,Regular,App Install,12
1047,Bengaluru,Karnataka,2024-02-24,Premium,App Install,15
1048,Surat,Gujarat,2024-03-01,Inactive,Referral,4
1049,Vadodara,Gujarat,2023-10-12,Regular,Paid Ads,19
1050,Mumbai,Maharashtra,2023-09-17,Premium,Email,15
1051,Chandigarh,Punjab,2024-02-09,Regular,Organic Search,18
1052,Kochi,Kerala,2023-05-12,Premium,App Install,59
1053,Surat,Gujarat,2023-08-17,New,Organic Search,3
1054,Lucknow,Uttar Pradesh,2023-04-28,Premium,Organic Search,25
1055,Agra,Uttar Pradesh,2024-05-15,New,Organic Search,1
1056,Delhi,Delhi,2024-07-03,Inactive,Social Media,2
1057,Lucknow,Uttar Pradesh,2023-09-20,New,App Install,3
1058,Jaipur,Rajasthan,2024-02-12,New,Social Media,3
1059,Nagpur,Maharashtra,2023-10-21,New,Social Media,3
1060,Lucknow,Uttar Pradesh,2023-09-25,New,Organic Search,1
1061,Vadodara,Gujarat,2024-02-09,New,Paid Ads,1
1062,Delhi,Delhi,2024-07-22,Regular,Referral,10
1063,Delhi,Delhi,2023-05-11,Premium,Email,17
1064,Bhopal,Madhya Pradesh,2024-04-25,New,Referral,1
1065,Delhi,Delhi,2023-04-25,Premium,Paid Ads,17
1066,Kolkata,West Bengal,2024-02-02,Premium,Paid Ads,20
1067,Bhopal,Madhya Pradesh,2023-03-11,New,Paid Ads,2
1068,Surat,Gujarat,2024-09-22,New,Social Media,2
1069,Pune,Maharashtra,2023-05-27,Premium,Referral,53
1070,Agra,Uttar Pradesh,2023-02-12,Regular,App Install,20
1071,Surat,Gujarat,2023-07-13,New,Paid Ads,3
1072,Lucknow,Uttar Pradesh,2023-11-22,New,Organic Search,3
1073,Bhopal,Madhya Pradesh,2023-01-15,New,Paid Ads,2
1074,Delhi,Delhi,2023-09-14,New,Paid Ads,2
1075,Patna,Bihar,2024-04-18,Regular,Paid Ads,5
1076,Kochi,Kerala,2024-02-05,Premium,Referral,24
1077,Nagpur,Maharashtra,2023-10-26,Premium,Email,19
1078,Chandigarh,Punjab,2023-08-19,Inactive,Paid Ads,2
1079,Patna,Bihar,2023-12-10,New,App Install,3
1080,Chennai,Tamil Nadu,2024-03-25,Inactive,Organic Search,4
1081,Lucknow,Uttar Pradesh,2023-03-13,New,Paid Ads,3
1082,Chennai,Tamil Nadu,2024-06-25,Regular,Social Media,9
1083,Pune,Maharashtra,2023-05-27,New,Email,2
1084,Lucknow,Uttar Pradesh,2023-02-28,Premium,Organic Search,58
1085,Jaipur,Rajasthan,2023-03-08,Inactive,Referral,5
1086,Delhi,Delhi,2024-07-01,Inactive,Organic Search,5
1087,Jaipur,Rajasthan,2023-06-23,Regular,App Install,14
1088,Nagpur,Maharashtra,2024-01-15,New,Organic Search,1
1089,Ahmedabad,Gujarat,2023-04-17,Regular,App Install,11
1090,Hyderabad,Telangana,2023-01-07,Premium,Referral,15
1091,Vadodara,Gujarat,2024-07-30,New,Organic Search,2
1092,Delhi,Delhi,2024-08-03,Regular,Organic Search,11
1093,Coimbatore,Tamil Nadu,2023-02-06,New,Email,3
1094,Delhi,Delhi,2023-03-17,Regular,Organic Search,19
1095,Delhi,Delhi,2024-08-08,New,App Install,2
1096,Patna,Bihar,2023-10-17,New,App Install,3
1097,Coimbatore,Tamil Nadu,2024-02-01,New,Referral,3
1098,Indore,Madhya Pradesh,2023-09-01,New,App Install,2
1099,Indore,Madhya Pradesh,2024-09-19,Inactive,Social Media,3
1100,Indore,Madhya Pradesh,2024-04-10,Regular,Referral,8
1101,Pune,Maharashtra,2024-04-10,Inactive,Email,3
1102,Bengaluru,Karnataka,2023-08-18,New,Paid Ads,2
1103,Ahmedabad,Gujarat,2023-06-28,New,Referral,2
1104,Nagpur,Maharashtra,2023-06-14,Regular,Social Media,4
1105,Chandigarh,Punjab,2024-03-18,Premium,Social Media,24
1106,Kochi,Kerala,2023-02-13,Regular,Referral,17
1107,Patna,Bihar,2024-07-08,Regular,Paid Ads,16
1108,Agra,Uttar Pradesh,2023-05-09,Regular,App Install,15
1109,Bhopal,Madhya Pradesh,2023-08-02,Inactive,Referral,4
1110,Ahmedabad,Gujarat,2024-03-03,New,Referral,3
1111,Indore,Madhya Pradesh,2024-04-08,Regular,Referral,16
1112,Chennai,Tamil Nadu,2024-04-19,Regular,Social Media,14
1113,Nagpur,Maharashtra,2023-11-30,New,App Install,2
1114,Chennai,Tamil Nadu,2023-05-17,New,App Install,3
1115,Bengaluru,Karnataka,2023-07-30,New,Paid Ads,1
1116,Coimbatore,Tamil Nadu,2023-07-15,Inactive,Email,2
1117,Ahmedabad,Gujarat,2024-09-25,New,Social Media,2
1118,Chandigarh,Punjab,2024-07-15,New,Referral,2
1119,Indore,Madhya Pradesh,2023-11-11,New,Paid Ads,2
1120,Coimbatore,Tamil Nadu,2023-05-25,Premium,Referral,21
1121,Coimbatore,Tamil Nadu,2024-07-09,Premium,App Install,43
1122,Agra,Uttar Pradesh,2023-11-04,Regular,Email,17
1123,Coimbatore,Tamil Nadu,2023-02-22,New,Paid Ads,1
1124,Bhopal,Madhya Pradesh,2023-12-12,Regular,Email,9
1125,Bhopal,Madhya Pradesh,2024-01-29,New,Email,2
1126,Mumbai,Maharashtra,2023-07-04,New,Referral,1
1127,Vadodara,Gujarat,2023-07-31,Regular,Referral,9
1128,Coimbatore,Tamil Nadu,2023-10-07,Regular,App Install,8
1129,Kolkata,West Bengal,2024-02-16,Inactive,Email,2
1130,Hyderabad,Telangana,2023-06-04,Regular,Referral,14
1131,Patna,Bihar,2024-04-24,Regular,Paid Ads,8
1132,Pune,Maharashtra,2024-05-13,New,Social Media,3
1133,Pune,Maharashtra,2024-09-19,Inactive,Email,1
1134,Mumbai,Maharashtra,2023-04-10,New,Organic Search,1
1135,Kochi,Kerala,2023-01-22,New,Organic Search,1
1136,Indore,Madhya Pradesh,2023-12-06,Premium,Organic Search,35
1137,Jaipur,Rajasthan,2024-01-01,Regular,Paid Ads,8
1138,Bengaluru,Karnataka,2023-08-07,Regular,Social Media,6
1139,Bhopal,Madhya Pradesh,2024-01-07,New,Email,2
1140,Mumbai,Maharashtra,2024-08-20,Inactive,Referral,4
1141,Patna,Bihar,2023-12-13,Regular,App Install,9
1142,Chennai,Tamil Nadu,2023-10-24,New,Social Media,1
1143,Jaipur,Rajasthan,2024-07-29,Regular,Paid Ads,8
1144,Pune,Maharashtra,2023-06-17,Regular,Referral,7
1145,Ahmedabad,Gujarat,2024-06-29,New,Email,2
1146,Patna,Bihar,2023-06-12,New,Email,3
1147,Chandigarh,Punjab,2024-04-25,Regular,App Install,12
1148,Indore,Madhya Pradesh,2023-09-13,Regular,Organic Search,8
1149,Delhi,Delhi,2024-03-31,New,Organic Search,1
1150,Delhi,Delhi,2023-05-19,Inactive,Referral,4
1151,Hyderabad,Telangana,2024-01-24,Inactive,Referral,2
1152,Bhopal,Madhya Pradesh,2023-01-21,New,Email,3
1153,Nagpur,Maharashtra,2024-01-07,Inactive,Referral,5
1154,Kolkata,West Bengal,2024-08-08,Regular,Paid Ads,18
1155,Nagpur,Maharashtra,2023-01-21,Regular,Referral,15
1156,Lucknow,Uttar Pradesh,2023-12-14,Inactive,Organic Search,3
1157,Jaipur,Rajasthan,2023-03-12,New,Paid Ads,1
1158,Kolkata,West Bengal,2024-10-01,Premium,Social Media,58
1159,Chandigarh,Punjab,2024-02-08,Premium,Paid Ads,22
1160,Bengaluru,Karnataka,2023-07-21,New,App Install,2
1161,Jaipur,Rajasthan,2023-10-27,Premium,App Install,20
1162,Kolkata,West Bengal,2023-12-30,Regular,Email,19
1163,Nagpur,Maharashtra,2023-01-17,New,Email,3
1164,Lucknow,Uttar Pradesh,2024-03-03,Premium,Paid Ads,38
1165,Nagpur,Maharashtra,2023-09-16,Regular,Paid Ads,20
1166,Mumbai,Maharashtra,2023-10-14,Regular,Email,4
1167,Ahmedabad,Gujarat,2024-05-16,Regular,Social Media,9
1168,Indore,Madhya Pradesh,2023-02-23,Regular,App Install,11
1169,Mumbai,Maharashtra,2023-11-10,Regular,Social Media,18
1170,Pune,Maharashtra,2024-03-19,Regular,Social Media,5
1171,Chennai,Tamil Nadu,2023-10-07,New,App Install,3
1172,Bengaluru,Karnataka,2024-04-14,Premium,App Install,20
1173,Kolkata,West Bengal,2023-12-07,New,Email,1
1174,Pune,Maharashtra,2023-05-14,New,Email,1
1175,Mumbai,Maharashtra,2024-08-10,Regular,Organic Search,13
1176,Patna,Bihar,2024-01-25,Regular,Paid Ads,19
1177,Hyderabad,Telangana,2024-01-25,New,Referral,1
1178,Ahmedabad,Gujarat,2023-10-04,New,App Install,2
1179,Patna,Bihar,2023-12-10,New,Social Media,3
1180,Surat,Gujarat,2024-03-10,New,Referral,3
1181,Coimbatore,Tamil Nadu,2023-12-17,Regular,Paid Ads,15
1182,Coimbatore,Tamil Nadu,2023-09-25,Inactive,Email,2
1183,Delhi,Delhi,2024-05-15,Regular,Social Media,12
1184,Kochi,Kerala,2023-03-27,Regular,Referral,6
1185,Mumbai,Maharashtra,2023-11-23,New,Email,1
1186,Mumbai,Maharashtra,2023-01-24,Regular,Paid Ads,7
1187,Vadodara,Gujarat,2023-09-06,New,Organic Search,1
1188,Kochi,Kerala,2024-01-18,New,Organic Search,1
1189,Indore,Madhya Pradesh,2024-08-08,Premium,Paid Ads,20
1190,Indore,Madhya Pradesh,2023-03-19,Premium,Organic Search,15
1191,Patna,Bihar,2023-12-16,Premium,Email,19
1192,Jaipur,Rajasthan,2023-06-09,New,Email,3
1193,Bengaluru,Karnataka,2024-04-16,Regular,App Install,14
1194,Mumbai,Maharashtra,2023-04-19,Regular,Email,7
1195,Pune,Maharashtra,2023-02-27,New,App Install,1
1196,Coimbatore,Tamil Nadu,2023-07-24,Regular,App Install,6
1197,Bhopal,Madhya Pradesh,2023-07-10,Inactive,Organic Search,1
1198,Coimbatore,Tamil Nadu,2023-01-04,Regular,Referral,11
1199,Vadodara,Gujarat,2023-08-04,Inactive,Organic Search,1
1200,Delhi,Delhi,2024-02-01,New,Social Media,3
1201,Coimbatore,Tamil Nadu,2024-06-26,Regular,Paid Ads,19
1202,Chennai,Tamil Nadu,2023-07-22,Inactive,App Install,4
1203,Indore,Madhya Pradesh,2024-09-11,Regular,App Install,9
1204,Surat,Gujarat,2024-04-25,Regular,Social Media,5
1205,Ahmedabad,Gujarat,2024-03-29,Regular,Paid Ads,20
1206,Pune,Maharashtra,2023-01-07,Regular,Organic Search,9
1207,Pune,Maharashtra,2023-07-22,New,Social Media,1
1208,Pune,Maharashtra,2024-07-09,Regular,Email,10
1209,Hyderabad,Telangana,2023-05-07,Inactive,App Install,1
1210,Surat,Gujarat,2023-07-12,Regular,Paid Ads,14
1211,Bengaluru,Karnataka,2023-08-22,Premium,Paid Ads,40
1212,Surat,Gujarat,2024-08-29,Regular,Social Media,17
1213,Vadodara,Gujarat,2024-06-02,New,App Install,2
1214,Pune,Maharashtra,2023-08-12,Premium,Referral,31
1215,Patna,Bihar,2023-12-20,Regular,App Install,11
1216,Coimbatore,Tamil Nadu,2024-06-27,New,Organic Search,3
1217,Coimbatore,Tamil Nadu,2023-09-15,Regular,Social Media,9
1218,Chennai,Tamil Nadu,2023-03-08,Regular,Organic Search,6
1219,Bengaluru,Karnataka,2024-05-20,Regular,Social Media,5
1220,Hyderabad,Telangana,2024-09-26,Regular,Referral,6
1221,Bhopal,Madhya Pradesh,2024-04-01,Regular,Organic Search,6
1222,Chandigarh,Punjab,2023-11-23,Inactive,Email,3
1223,Nagpur,Maharashtra,2024-09-12,Regular,App Install,6
1224,Hyderabad,Telangana,2024-08-05,Regular,Social Media,14
1225,Chandigarh,Punjab,2024-04-06,Regular,Social Media,19
1226,Lucknow,Uttar Pradesh,2024-01-15,Inactive,Referral,3
1227,Chandigarh,Punjab,2024-05-15,Regular,Social Media,10
1228,Chandigarh,Punjab,2023-08-22,Regular,Email,9
1229,Jaipur,Rajasthan,2023-02-13,Inactive,App Install,3
1230,Vadodara,Gujarat,2024-02-24,Regular,Referral,18
1231,Indore,Madhya Pradesh,2023-11-29,New,Referral,2
1232,Bhopal,Madhya Pradesh,2024-04-20,New,Referral,1
1233,Bhopal,Madhya Pradesh,2023-05-26,Premium,App Install,39
1234,Kochi,Kerala,2024-03-05,Regular,Organic Search,8
1235,Bhopal,Madhya Pradesh,2023-11-21,Premium,Referral,55
1236,Hyderabad,Telangana,2023-06-02,New,Referral,2
1237,Delhi,Delhi,2023-01-15,Inactive,Referral,2
1238,Jaipur,Rajasthan,2023-06-04,Regular,Email,9
1239,Pune,Maharashtra,2023-08-11,New,Organic Search,1
1240,Kolkata,West Bengal,2024-02-05,Regular,Referral,8
1241,Delhi,Delhi,2023-10-05,Regular,Social Media,10
1242,Surat,Gujarat,2023-01-23,Regular,Referral,16
1243,Pune,Maharashtra,2023-06-12,Regular,Social Media,12
1244,Lucknow,Uttar Pradesh,2023-08-22,New,Paid Ads,2
1245,Delhi,Delhi,2024-09-13,Regular,App Install,19
1246,Coimbatore,Tamil Nadu,2024-03-19,Regular,Referral,9
1247,Delhi,Delhi,2024-05-14,Inactive,App Install,1
1248,Kochi,Kerala,2023-12-28,New,Organic Search,1
1249,Kochi,Kerala,2023-11-28,Regular,App Install,19
1250,Bhopal,Madhya Pradesh,2024-09-14,Regular,Social Media,8
1251,Surat,Gujarat,2023-08-29,New,Email,2
1252,Lucknow,Uttar Pradesh,2023-08-10,Regular,Referral,19
1253,Indore,Madhya Pradesh,2023-01-14,Regular,Social Media,9
1254,Chandigarh,Punjab,2023-12-13,Inactive,App Install,3
1255,Kochi,Kerala,2024-09-25,Regular,Referral,7
1256,Jaipur,Rajasthan,2024-09-05,Inactive,Paid Ads,5
1257,Coimbatore,Tamil Nadu,2023-10-16,New,Social Media,3
1258,Nagpur,Maharashtra,2024-01-18,Regular,App Install,8
1259,Pune,Maharashtra,2024-01-14,Regular,Email,19
1260,Lucknow,Uttar Pradesh,2023-03-06,Inactive,Organic Search,4
1261,Hyderabad,Telangana,2024-01-14,Regular,Referral,11
1262,Delhi,Delhi,2023-08-03,Regular,Social Media,11
1263,Bengaluru,Karnataka,2023-11-17,Regular,App Install,19
1264,Kochi,Kerala,2023-10-15,Premium,Email,36
1265,Pune,Maharashtra,2024-08-14,New,Social Media,3
1266,Patna,Bihar,2023-07-19,Regular,Paid Ads,14
1267,Surat,Gujarat,2024-08-09,Regular,Paid Ads,11
1268,Hyderabad,Telangana,2023-09-13,Regular,Referral,19
1269,Chennai,Tamil Nadu,2023-01-20,Premium,Social Media,47
1270,Jaipur,Rajasthan,2023-04-08,Regular,Referral,8
1271,Jaipur,Rajasthan,2024-09-30,Regular,Social Media,6
1272,Surat,Gujarat,2024-06-25,Regular,Referral,18
1273,Hyderabad,Telangana,2024-09-09,Regular,App Install,12
1274,Ahmedabad,Gujarat,2023-03-10,Regular,Referral,16
1275,Kolkata,West Bengal,2023-07-17,Premium,Social Media,60
1276,Jaipur,Rajasthan,2023-05-27,Premium,Social Media,18
1277,Pune,Maharashtra,2024-04-30,Premium,Paid Ads,29
1278,Indore,Madhya Pradesh,2023-01-04,Regular,Social Media,15
1279,Chandigarh,Punjab,2024-09-27,New,Referral,3
1280,Bhopal,Madhya Pradesh,2023-05-30,New,Social Media,2
1281,Delhi,Delhi,2024-05-11,Inactive,Social Media,5
1282,Delhi,Delhi,2024-07-03,Regular,Paid Ads,10
1283,Nagpur,Maharashtra,2024-09-03,New,Email,1
1284,Kolkata,West Bengal,2023-10-30,Premium,App Install,18
1285,Patna,Bihar,2023-07-19,New,Email,3
1286,Nagpur,Maharashtra,2023-10-17,Premium,Paid Ads,39
1287,Vadodara,Gujarat,2024-03-09,New,App Install,1
1288,Kochi,Kerala,2023-11-02,Regular,Social Media,10
1289,Pune,Maharashtra,2023-05-28,New,Social Media,1
1290,Indore,Madhya Pradesh,2023-01-30,Premium,App Install,56
1291,Bengaluru,Karnataka,2024-03-07,Regular,Organic Search,15
1292,Pune,Maharashtra,2024-04-21,New,Paid Ads,2
1293,Agra,Uttar Pradesh,2024-10-02,Premium,Referral,50
1294,Nagpur,Maharashtra,2023-06-10,Regular,Email,18
1295,Ahmedabad,Gujarat,2023-11-18,Regular,Organic Search,12
1296,Indore,Madhya Pradesh,2024-04-11,Premium,Social Media,27
1297,Vadodara,Gujarat,2024-09-13,Regular,Referral,13
1298,Pune,Maharashtra,2023-06-16,Regular,Email,8
1299,Ahmedabad,Gujarat,2023-11-27,New,Organic Search,1
1300,Chandigarh,Punjab,2023-02-23,Regular,Social Media,19
1301,Coimbatore,Tamil Nadu,2024-01-13,Regular,Paid Ads,14
1302,Nagpur,Maharashtra,2024-01-20,Regular,Email,4
1303,Coimbatore,Tamil Nadu,2024-03-20,Premium,App Install,35
1304,Patna,Bihar,2024-02-10,New,Paid Ads,2
1305,Nagpur,Maharashtra,2024-09-19,New,Organic Search,3
1306,Surat,Gujarat,2023-10-17,Premium,Social Media,51
1307,Bhopal,Madhya Pradesh,2024-08-05,Inactive,Organic Search,5
1308,Jaipur,Rajasthan,2023-02-27,Regular,App Install,8
1309,Ahmedabad,Gujarat,2024-05-23,New,Organic Search,1
1310,Ahmedabad,Gujarat,2023-05-24,Inactive,Paid Ads,1
1311,Hyderabad,Telangana,2024-06-19,Premium,Paid Ads,60
1312,Chennai,Tamil Nadu,2023-08-29,Regular,Organic Search,15
1313,Vadodara,Gujarat,2024-01-01,Inactive,Social Media,1
1314,Lucknow,Uttar Pradesh,2024-02-27,Regular,Social Media,6
1315,Chennai,Tamil Nadu,2024-05-19,Regular,Referral,5
1316,Bengaluru,Karnataka,2024-06-21,Premium,Referral,56
1317,Delhi,Delhi,2024-02-10,Regular,App Install,8
1318,Coimbatore,Tamil Nadu,2024-07-15,Regular,Organic Search,10
1319,Bengaluru,Karnataka,2024-04-04,Regular,Paid Ads,7
1320,Chandigarh,Punjab,2023-09-25,Regular,Paid Ads,11
1321,Coimbatore,Tamil Nadu,2023-02-27,Regular,App Install,4
1322,Kochi,Kerala,2023-02-23,New,App Install,3
1323,Mumbai,Maharashtra,2023-08-19,New,Referral,1
1324,Pune,Maharashtra,2023-02-13,Regular,Paid Ads,11
1325,Chandigarh,Punjab,2023-06-06,Regular,Paid Ads,20
1326,Bengaluru,Karnataka,2023-11-24,Regular,Social Media,16
1327,Ahmedabad,Gujarat,2024-02-10,Regular,Organic Search,20
1328,Hyderabad,Telangana,2023-10-24,Premium,Referral,16
1329,Coimbatore,Tamil Nadu,2024-02-29,New,Email,1
1330,Chandigarh,Punjab,2023-02-11,New,Paid Ads,3
1331,Coimbatore,Tamil Nadu,2023-02-06,Regular,Paid Ads,11
1332,Hyderabad,Telangana,2024-08-19,Premium,Referral,15
1333,Jaipur,Rajasthan,2023-12-24,Regular,App Install,6
1334,Jaipur,Rajasthan,2024-08-18,New,Social Media,3
