inventory_id,product_id,seller_id,stock_date,units_available,units_sold,stockout_flag
11181,1790,216,2024-08-04,74,72,False
11182,1790,216,2023-08-13,25,8,False
11183,1790,216,2023-06-25,65,20,False
11184,1790,216,2023-09-03,51,0,False
11185,1790,216,2024-03-17,267,66,False
11186,1790,216,2024-09-22,126,11,False
11187,1838,216,2023-01-01,105,69,False
11188,1838,216,2024-06-16,198,17,False
11189,1838,216,2023-09-24,45,37,False
11190,1838,216,2024-12-22,22,20,False
11191,1838,216,2023-08-06,248,32,False
11192,1838,216,2024-10-06,177,31,False
11193,1838,216,2023-11-05,83,76,False
11194,1838,216,2024-01-28,117,79,False
11195,1838,216,2023-09-17,258,60,False
11196,1838,216,2023-06-18,183,44,False
11197,116,216,2024-04-14,54,40,False
11198,116,216,2024-12-08,123,8,False
11199,116,216,2024-12-29,248,32,False
11200,116,216,2023-03-26,227,6,False
11201,116,216,2023-01-22,219,20,False
11202,116,216,2024-01-14,275,5,False
11203,116,216,2023-05-14,109,4,False
11204,1979,216,2023-03-26,265,65,False
11205,1979,216,2024-12-01,41,18,False
11206,1979,216,2024-01-14,245,27,False
11207,1979,216,2024-10-06,51,4,False
11208,1979,216,2024-03-17,17,14,False
11209,69,216,2023-07-02,211,43,False
11210,69,216,2023-10-01,94,52,False
11211,69,216,2023-09-10,191,2,False
11212,69,216,2023-05-07,239,40,False
11213,69,216,2023-03-12,156,17,False
11214,69,216,2023-08-27,139,37,False
11215,69,216,2024-06-30,70,46,False
11216,69,216,2023-11-12,240,6,False
11217,69,216,2023-04-23,139,6,False
11218,69,216,2023-07-30,34,3,False
11219,69,216,2023-05-21,194,38,False
11220,1883,216,2024-04-07,195,6,False
11221,1883,216,2023-10-01,158,14,False
11222,1883,216,2023-03-12,275,28,False
11223,1883,216,2023-04-16,15,14,False
11224,1883,216,2023-11-19,200,14,False
11225,1883,216,2023-10-15,37,7,False
11226,1883,216,2024-08-18,126,15,False
11227,1883,216,2023-05-14,28,16,False
11228,1883,216,2024-09-15,122,16,False
11229,1883,216,2023-08-06,263,68,False
11230,641,216,2024-04-21,7,1,False
11231,641,216,2023-01-08,292,37,False
11232,641,216,2023-02-05,186,75,False
11233,641,216,2023-04-16,166,27,False
11234,641,216,2023-06-25,242,64,False
11235,641,216,2023-02-19,281,71,False
11236,648,216,2024-12-15,254,40,False
11237,648,216,2024-05-05,42,14,False
11238,648,216,2023-11-12,257,57,False
11239,648,216,2023-03-05,62,26,False
11240,648,216,2024-05-12,190,44,False
11241,648,216,2023-02-05,93,43,False
11242,648,216,2023-02-12,80,32,False
11243,648,216,2023-03-12,27,2,False
11244,648,216,2024-04-28,163,68,False
11245,648,216,2023-08-06,52,22,False
11246,1545,216,2023-07-02,254,70,False
11247,1545,216,2023-04-23,104,59,False
11248,1545,216,2023-12-24,285,2,False
11249,1545,216,2023-09-03,105,45,False
11250,1545,216,2024-09-08,215,48,False
11251,1545,216,2024-11-10,32,23,False
11252,1545,216,2024-07-14,290,3,False
11253,1545,216,2023-05-07,279,23,False
11254,1545,216,2024-02-18,300,11,False
11255,1545,216,2024-09-15,192,63,False
11256,1545,216,2023-10-29,19,13,False
11257,1545,216,2023-06-04,202,28,False
11258,1091,216,2023-05-21,199,31,False
11259,1091,216,2024-12-08,8,4,False
11260,1091,216,2024-03-31,45,33,False
11261,1091,216,2023-03-19,272,15,False
11262,1091,216,2024-06-16,63,43,False
11263,1091,216,2023-04-30,197,66,False
11264,344,216,2024-12-08,250,56,False
11265,344,216,2024-08-25,228,13,False
11266,344,216,2023-03-19,299,71,False
11267,344,216,2024-08-18,202,14,False
11268,344,216,2023-05-28,28,9,False
11269,344,216,2023-02-19,258,35,False
11270,344,216,2023-02-26,139,58,False
11271,344,216,2023-06-11,142,67,False
11272,344,216,2023-05-07,120,76,False
11273,425,216,2024-03-24,31,24,False
11274,425,216,2024-05-05,237,31,False
11275,425,216,2023-03-26,68,53,False
11276,425,216,2023-05-21,286,61,False
11277,425,216,2024-04-28,89,14,False
11278,425,216,2024-04-21,8,7,False
11279,425,216,2023-10-15,115,16,False
11280,425,216,2024-03-03,223,59,False
11281,425,216,2024-02-11,33,21,False
11282,425,216,2024-05-19,144,60,False
11283,237,216,2024-09-08,245,26,False
11284,237,216,2023-09-24,15,14,False
11285,237,216,2023-09-10,274,43,False
11286,237,216,2023-01-29,263,78,False
11287,237,216,2024-07-28,33,13,False
11288,237,216,2024-07-21,242,19,False
11289,1795,216,2023-09-17,120,69,False
11290,1795,216,2023-02-19,213,80,False
11291,1795,216,2023-07-23,176,34,False
11292,1795,216,2024-11-03,291,74,False
11293,1795,216,2023-08-20,253,68,False
11294,1795,216,2023-11-19,236,62,False
11295,1795,216,2024-05-19,74,36,False
11296,1795,216,2024-09-22,37,23,False
11297,1795,216,2023-10-01,295,43,False
11298,1795,216,2023-01-29,255,43,False
11299,1795,216,2024-07-07,96,56,False
11300,1075,216,2024-06-09,127,55,False
11301,1075,216,2023-03-26,92,68,False
11302,1075,216,2023-04-02,246,31,False
11303,1075,216,2023-10-08,66,13,False
11304,1075,216,2023-09-03,290,68,False
11305,1075,216,2023-01-01,234,0,False
11306,1075,216,2024-09-29,8,7,False
11307,1075,216,2023-01-29,57,47,False
11308,1073,216,2023-08-06,286,50,False
11309,1073,216,2024-04-21,11,7,False
11310,1073,216,2024-10-27,227,43,False
11311,1073,216,2023-03-26,217,80,False
11312,1073,216,2024-11-17,280,55,False
11313,1073,216,2023-02-19,57,35,False
11314,1073,216,2024-09-15,211,28,False
11315,1073,216,2024-11-10,256,2,False
11316,865,216,2023-01-08,22,21,False
11317,865,216,2023-07-16,108,21,False
11318,865,216,2024-08-25,296,13,False
11319,865,216,2024-03-10,205,63,False
11320,865,216,2023-07-02,30,15,False
11321,865,216,2023-10-29,15,7,False
11322,865,216,2024-12-01,264,9,False
11323,865,216,2024-05-12,93,26,False
11324,865,216,2024-03-17,14,4,False
11325,865,216,2023-12-31,175,28,False
11326,865,216,2023-04-23,266,70,False
11327,1903,216,2023-10-01,291,24,False
11328,1903,216,2023-08-06,125,47,False
11329,1903,216,2023-01-29,169,48,False
11330,1903,216,2024-05-26,120,17,False
11331,1903,216,2024-09-22,263,2,False
11332,1903,216,2023-08-13,108,26,False
11333,1903,216,2023-04-02,37,11,False
11334,1903,216,2024-11-10,39,14,False
11335,1903,216,2024-04-14,229,62,False
11336,1373,216,2023-07-09,150,57,False
11337,1373,216,2023-01-29,95,47,False
11338,1373,216,2023-04-02,157,42,False
11339,1373,216,2024-12-15,58,35,False
11340,1373,216,2023-11-19,221,11,False
11341,1373,216,2024-11-17,23,2,False
11342,1373,216,2024-07-28,87,37,False
11343,1373,216,2024-07-07,288,33,False
11344,1373,216,2023-10-22,30,0,False
11345,1373,216,2024-01-21,132,42,False
11346,1373,216,2024-12-22,217,13,False
11347,652,216,2024-05-26,263,17,False
11348,652,216,2024-01-21,230,12,False
11349,652,216,2023-04-30,27,25,False
11350,652,216,2024-03-03,37,2,False
11351,265,216,2023-10-15,24,9,False
11352,265,216,2023-06-11,262,20,False
11353,265,216,2023-12-10,298,14,False
11354,265,216,2024-12-15,225,27,False
11355,265,216,2023-04-23,18,0,False
11356,265,216,2024-05-05,50,31,False
11357,265,216,2024-10-06,40,20,False
11358,265,216,2024-11-17,267,23,False
11359,265,216,2023-12-17,193,1,False
11360,265,216,2024-09-08,115,10,False
11361,265,216,2023-08-20,24,13,False
11362,265,216,2024-09-01,42,27,False
11363,1253,216,2024-09-22,272,25,False
11364,1253,216,2023-08-20,38,29,False
11365,1253,216,2024-11-03,59,16,False
11366,1253,216,2024-03-17,185,58,False
11367,1253,216,2024-10-06,277,69,False
11368,1253,216,2023-07-16,168,6,False
11369,1253,216,2023-02-12,206,79,False
11370,1253,216,2023-05-14,266,3,False
11371,1253,216,2024-06-09,238,28,False
11372,1253,216,2024-12-22,294,45,False
11373,159,216,2023-07-09,280,11,False
11374,159,216,2024-05-12,98,29,False
11375,159,216,2024-01-28,46,32,False
11376,159,216,2023-06-25,228,57,False
11377,159,216,2023-01-01,40,1,False
11378,159,216,2023-02-19,246,9,False
11379,159,216,2023-10-29,115,20,False
11380,159,216,2024-02-25,14,4,False
11381,159,216,2023-11-26,37,20,False
11382,1165,216,2024-02-04,187,57,False
11383,1165,216,2024-12-22,26,2,False
11384,1165,216,2023-03-05,208,36,False
11385,1165,216,2024-10-06,230,53,False
11386,1165,216,2023-01-08,242,78,False
11387,1165,216,2024-10-20,196,21,False
11388,1165,216,2023-04-16,114,29,False
11389,1165,216,2023-12-10,1,0,False
11390,1165,216,2023-04-02,136,58,False
11391,1165,216,2023-02-19,216,78,False
11392,1165,216,2023-06-18,197,40,False
11393,1165,216,2023-08-20,105,6,False
11394,1031,216,2023-08-06,218,59,False
11395,1031,216,2023-06-11,99,53,False
11396,1031,216,2024-07-14,93,52,False
11397,1031,216,2024-07-21,183,20,False
11398,1031,216,2023-03-05,74,7,False
11399,1031,216,2023-04-23,192,63,False
11400,1031,216,2023-10-08,198,60,False
11401,1031,216,2024-01-28,107,69,False
11402,1031,216,2023-12-03,216,42,False
11403,1031,216,2024-11-24,171,5,False
11404,542,216,2023-09-03,87,27,False
11405,542,216,2023-12-24,188,25,False
11406,542,216,2023-01-15,45,43,False
11407,542,216,2023-04-02,200,25,False
11408,542,216,2024-06-02,98,71,False
11409,463,216,2023-11-05,244,18,False
11410,463,216,2024-01-28,44,31,False
11411,463,216,2023-03-12,120,10,False
11412,463,216,2023-04-23,78,30,False
11413,1968,216,2024-12-29,173,2,False
11414,1968,216,2024-04-21,104,30,False
11415,1968,216,2024-07-21,125,61,False
11416,1968,216,2023-04-23,241,79,False
11417,1968,216,2024-09-01,273,3,False
11418,1968,216,2023-11-19,214,35,False
11419,1212,209,2023-01-08,288,56,False
11420,1212,209,2023-07-16,269,78,False
11421,1212,209,2024-12-22,219,70,False
11422,1212,209,2023-04-16,90,44,False
11423,1621,209,2023-03-19,221,43,False
11424,1621,209,2024-05-05,260,28,False
11425,1621,209,2024-03-03,94,68,False
11426,1621,209,2023-08-06,127,9,False
11427,1621,209,2024-03-24,184,30,False
11428,1621,209,2024-02-18,260,50,False
11429,1621,209,2023-10-08,286,67,False
11430,1621,209,2024-12-15,210,2,False
11431,1621,209,2023-03-26,83,34,False
11432,1621,209,2023-10-01,40,19,False
11433,1635,209,2023-10-15,52,12,False
11434,1635,209,2023-06-11,102,36,False
11435,1635,209,2023-12-17,222,73,False
11436,1635,209,2023-04-16,125,75,False
11437,1635,209,2023-04-30,132,22,False
11438,1635,209,2024-05-19,121,2,False
11439,1635,209,2023-07-02,70,49,False
11440,1472,209,2023-10-29,212,34,False
11441,1472,209,2024-09-29,40,31,False
11442,1472,209,2023-07-16,21,10,False
11443,1472,209,2024-11-24,277,20,False
11444,1472,209,2023-03-05,45,12,False
11445,1472,209,2024-03-31,269,48,False
11446,1472,209,2024-12-29,132,12,False
11447,1472,209,2024-05-19,273,46,False
11448,1472,209,2024-10-13,149,21,False
11449,1472,209,2024-01-07,145,27,False
11450,1472,209,2024-07-21,255,78,False
11451,1518,209,2024-07-14,285,27,False
11452,1518,209,2024-06-30,199,58,False
11453,1518,209,2024-11-24,150,45,False
11454,1518,209,2024-01-28,238,70,False
11455,1518,209,2024-02-25,1,0,False
11456,1518,209,2024-06-09,95,12,False
11457,1518,209,2023-07-02,140,59,False
11458,1518,209,2024-03-10,160,2,False
11459,314,209,2023-12-24,72,15,False
11460,314,209,2023-02-19,229,25,False
11461,314,209,2024-09-15,58,8,False
11462,314,209,2023-01-15,176,32,False
11463,670,209,2024-01-28,58,34,False
11464,670,209,2023-01-01,284,47,False
11465,670,209,2023-09-24,105,15,False
11466,670,209,2024-08-18,285,48,False
11467,670,209,2023-05-21,51,26,False
11468,670,209,2024-01-21,75,59,False
11469,670,209,2023-02-26,133,78,False
11470,670,209,2023-08-13,49,28,False
11471,670,209,2024-03-24,58,43,False
11472,670,209,2024-06-30,48,12,False
11473,670,209,2024-09-08,258,31,False
11474,1421,209,2024-09-01,203,8,False
11475,1421,209,2024-05-26,112,20,False
11476,1421,209,2023-10-08,167,6,False
11477,1421,209,2024-04-21,44,32,False
11478,1421,209,2023-02-12,274,52,False
11479,1421,209,2024-05-19,39,31,False
11480,1421,209,2023-04-23,225,77,False
11481,1421,209,2024-01-28,137,78,False
11482,1421,209,2023-06-04,10,5,False
11483,1421,209,2023-07-30,245,28,False
11484,1421,209,2024-06-30,13,7,False
11485,1421,209,2023-08-06,279,32,False
11486,1709,209,2024-06-16,144,70,False
11487,1709,209,2024-03-03,294,56,False
11488,1709,209,2023-09-10,121,19,False
11489,1709,209,2024-05-26,124,0,False
11490,1709,209,2024-07-28,103,79,False
11491,1991,209,2024-07-14,238,62,False
11492,1991,209,2023-02-05,298,55,False
11493,1991,209,2023-09-10,272,52,False
11494,1991,209,2024-02-25,5,0,False
11495,1991,209,2024-05-12,69,23,False
11496,1991,209,2023-03-12,250,21,False
11497,1991,209,2023-02-12,246,49,False
11498,1991,209,2024-04-07,164,63,False
11499,1015,209,2023-03-05,282,53,False
11500,1015,209,2024-10-06,65,60,False
11501,1015,209,2023-09-24,161,39,False
11502,1015,209,2023-05-14,251,33,False
11503,1015,209,2023-12-17,151,74,False
11504,1015,209,2024-01-21,165,66,False
11505,984,209,2023-12-10,266,65,False
11506,984,209,2023-03-19,46,26,False
11507,984,209,2023-07-23,298,31,False
11508,984,209,2024-04-28,40,20,False
11509,984,209,2024-10-06,137,23,False
11510,984,209,2024-08-11,40,38,False
11511,984,209,2024-12-29,198,71,False
11512,984,209,2024-01-28,60,10,False
11513,939,209,2023-06-11,110,16,False
11514,939,209,2024-01-28,7,4,False
11515,939,209,2024-02-25,173,64,False
11516,939,209,2024-10-06,82,23,False
11517,939,209,2023-04-23,210,31,False
11518,939,209,2024-06-09,31,23,False
11519,939,209,2024-09-22,146,67,False
11520,939,209,2023-09-03,270,29,False
11521,939,209,2023-09-24,70,29,False
11522,939,209,2023-05-07,233,41,False
11523,859,209,2023-02-12,76,51,False
11524,859,209,2023-07-16,136,23,False
11525,859,209,2024-03-17,97,79,False
11526,859,209,2023-05-28,208,11,False
11527,859,209,2024-11-24,82,69,False
11528,859,209,2024-01-28,47,15,False
11529,859,209,2024-08-11,63,4,False
11530,859,209,2023-05-14,281,20,False
11531,804,209,2023-06-18,211,25,False
11532,804,209,2024-05-26,102,46,False
11533,804,209,2024-08-18,124,74,False
11534,804,209,2024-07-07,90,26,False
11535,362,209,2023-12-24,245,29,False
11536,362,209,2023-09-17,253,26,False
11537,362,209,2024-06-09,40,26,False
11538,362,209,2023-01-29,47,4,False
11539,362,209,2024-11-24,169,64,False
11540,362,209,2024-02-18,84,14,False
11541,362,209,2023-02-19,19,13,False
11542,362,209,2023-07-02,66,29,False
11543,362,209,2024-08-25,10,10,False
11544,362,209,2024-06-02,24,11,False
11545,456,209,2023-09-10,51,24,False
11546,456,209,2024-04-28,96,34,False
11547,456,209,2023-05-07,120,40,False
11548,456,209,2023-12-24,67,21,False
11549,456,209,2024-03-17,77,54,False
11550,456,209,2023-12-31,180,74,False
11551,456,209,2023-12-17,236,60,False
11552,1968,209,2023-09-10,52,3,False
11553,1968,209,2024-05-19,3,0,False
11554,1968,209,2023-08-13,162,41,False
11555,1968,209,2024-03-31,187,41,False
11556,1968,209,2023-07-23,173,1,False
11557,1968,209,2024-04-28,198,19,False
11558,1968,209,2024-09-29,49,30,False
11559,506,209,2024-05-26,28,27,False
11560,506,209,2024-10-06,230,18,False
11561,506,209,2024-01-28,71,25,False
11562,506,209,2023-02-26,34,2,False
11563,506,209,2024-12-29,12,9,False
11564,506,209,2023-01-15,288,45,False
11565,506,209,2023-04-09,206,64,False
11566,506,209,2023-01-29,11,5,False
11567,506,209,2023-12-24,127,27,False
11568,506,209,2023-07-16,174,35,False
11569,506,209,2024-09-08,142,14,False
11570,506,209,2023-10-15,19,3,False
11571,479,209,2024-06-09,75,53,False
11572,479,209,2024-04-07,50,49,False
11573,479,209,2023-08-20,268,78,False
11574,479,209,2023-10-08,296,30,False
11575,479,209,2024-05-05,14,11,False
11576,479,209,2023-10-01,14,1,False
11577,479,209,2024-10-13,22,3,False
11578,96,209,2023-12-10,142,30,False
11579,96,209,2024-08-18,3,3,False
11580,96,209,2023-08-20,31,3,False
11581,96,209,2024-10-20,244,74,False
11582,864,209,2023-11-05,117,58,False
11583,864,209,2023-09-03,27,18,False
11584,864,209,2024-05-26,148,6,False
11585,864,209,2023-10-01,119,63,False
11586,864,209,2023-08-13,294,27,False
11587,864,209,2023-02-26,273,38,False
11588,864,209,2023-05-14,38,19,False
11589,864,209,2023-07-30,53,11,False
11590,864,209,2024-07-14,186,14,False
11591,34,209,2023-03-05,219,71,False
11592,34,209,2024-08-25,233,50,False
11593,34,209,2024-06-09,207,33,False
11594,34,209,2023-02-12,212,41,False
11595,34,209,2023-06-18,155,47,False
11596,34,209,2023-01-15,19,7,False
11597,34,209,2023-11-05,184,30,False
11598,34,209,2024-04-21,259,60,False
11599,34,209,2024-09-01,86,31,False
11600,34,209,2023-02-26,272,3,False
11601,34,209,2023-11-26,91,27,False
11602,34,209,2024-11-17,222,7,False
11603,1023,209,2023-03-12,244,77,False
11604,1023,209,2023-10-22,297,37,False
11605,1023,209,2023-06-04,217,21,False
11606,1023,209,2024-06-16,223,57,False
11607,1023,209,2023-11-19,196,73,False
11608,1023,209,2024-07-21,299,19,False
11609,1023,209,2023-08-06,69,58,False
11610,1023,209,2024-04-28,55,28,False
11611,1023,209,2024-06-09,201,5,False
11612,1471,209,2023-05-07,207,15,False
11613,1471,209,2023-03-05,138,38,False
11614,1471,209,2024-12-22,127,53,False
11615,1471,209,2024-04-28,293,46,False
11616,1471,209,2023-08-27,186,14,False
11617,1471,209,2024-07-28,34,29,False
11618,1471,209,2023-11-05,167,2,False
11619,1469,209,2024-10-27,12,12,False
11620,1469,209,2024-09-01,11,1,False
11621,1469,209,2024-07-21,178,23,False
11622,1469,209,2023-06-11,166,73,False
11623,1469,209,2024-12-15,224,8,False
11624,1469,209,2024-08-11,13,6,False
11625,1469,209,2023-05-14,143,55,False
11626,1469,209,2024-08-25,153,68,False
11627,1469,209,2023-08-27,63,22,False
11628,1469,209,2024-09-22,91,1,False
11629,1469,209,2023-12-10,141,73,False
11630,696,209,2023-07-09,180,8,False
11631,696,209,2024-02-11,95,53,False
11632,696,209,2024-10-13,13,11,False
11633,696,209,2023-01-22,133,71,False
11634,696,209,2023-08-27,50,29,False
11635,1643,209,2024-06-02,85,23,False
11636,1643,209,2024-05-12,102,29,False
11637,1643,209,2023-02-12,258,66,False
11638,1643,209,2024-06-16,135,44,False
11639,1643,209,2024-01-07,32,0,False
11640,1098,209,2024-05-05,109,33,False
11641,1098,209,2023-01-01,240,70,False
11642,1098,209,2024-08-11,108,13,False
11643,1098,209,2023-07-30,176,71,False
11644,1098,209,2024-10-27,90,35,False
11645,1091,209,2023-12-17,67,36,False
11646,1091,209,2023-01-01,10,0,False
11647,1091,209,2024-09-22,35,35,False
11648,1091,209,2023-10-08,254,68,False
11649,1091,209,2023-05-21,262,37,False
11650,1091,209,2023-02-26,230,9,False
11651,543,209,2024-10-20,167,28,False
11652,543,209,2023-02-19,258,35,False
11653,543,209,2024-01-14,280,29,False
11654,543,209,2024-01-07,108,2,False
11655,543,209,2024-08-11,277,22,False
11656,543,209,2023-08-06,12,1,False
11657,543,209,2024-04-28,239,37,False
11658,543,209,2024-10-27,35,21,False
11659,543,209,2024-03-10,65,2,False
11660,543,209,2024-02-18,258,47,False
11661,543,209,2023-07-30,133,1,False
11662,540,209,2023-11-12,65,5,False
11663,540,209,2023-05-14,298,51,False
11664,540,209,2023-08-20,280,74,False
11665,540,209,2024-07-14,133,57,False
11666,540,209,2023-07-30,74,17,False
11667,540,209,2023-10-08,189,54,False
11668,540,209,2023-01-08,38,33,False
11669,425,168,2023-04-16,167,67,False
11670,425,168,2024-11-03,222,28,False
11671,425,168,2024-07-07,178,64,False
11672,425,168,2024-12-22,23,20,False
11673,425,168,2024-02-18,106,44,False
11674,425,168,2024-01-07,239,14,False
11675,425,168,2023-12-31,269,18,False
11676,1682,168,2023-10-22,139,9,False
11677,1682,168,2023-10-01,33,5,False
11678,1682,168,2023-04-30,9,8,False
11679,1682,168,2023-01-15,293,1,False
11680,1682,168,2023-11-12,129,9,False
11681,1682,168,2023-05-14,279,48,False
11682,1682,168,2023-05-07,216,46,False
11683,1682,168,2023-06-18,227,44,False
11684,166,168,2024-04-21,43,43,False
11685,166,168,2023-04-16,101,47,False
11686,166,168,2023-07-23,75,75,False
11687,166,168,2024-05-19,41,6,False
11688,166,168,2024-09-22,275,3,False
11689,166,168,2024-07-21,122,78,False
11690,166,168,2024-10-13,69,49,False
11691,275,168,2023-10-08,108,69,False
11692,275,168,2024-04-21,120,8,False
11693,275,168,2024-02-25,149,53,False
11694,275,168,2024-12-01,165,21,False
11695,275,168,2023-05-21,196,59,False
11696,275,168,2023-02-05,145,76,False
11697,275,168,2023-07-09,257,37,False
11698,275,168,2024-01-14,205,18,False
11699,275,168,2024-03-10,18,10,False
11700,1007,168,2024-06-09,10,8,False
11701,1007,168,2024-01-14,57,38,False
11702,1007,168,2023-12-31,69,44,False
11703,1007,168,2024-03-24,28,8,False
11704,1007,168,2024-10-06,273,66,False
11705,1007,168,2023-01-22,94,72,False
11706,1007,168,2023-07-23,58,1,False
11707,1007,168,2024-12-01,162,59,False
11708,1007,168,2024-07-28,180,33,False
11709,1007,168,2024-08-04,104,79,False
11710,1007,168,2023-10-15,198,74,False
11711,1007,168,2024-10-27,26,12,False
11712,515,168,2024-07-14,66,13,False
11713,515,168,2023-08-13,70,53,False
11714,515,168,2024-06-30,2,0,False
11715,515,168,2024-03-31,212,12,False
11716,515,168,2023-05-21,85,32,False
11717,515,168,2024-03-24,132,77,False
11718,515,168,2023-01-22,206,73,False
11719,515,168,2023-07-30,191,75,False
11720,515,168,2024-04-07,251,37,False
11721,1692,168,2023-06-11,175,9,False
11722,1692,168,2023-07-23,243,25,False
11723,1692,168,2024-12-22,186,55,False
11724,1692,168,2024-05-05,136,46,False
11725,1692,168,2024-07-14,80,49,False
11726,1692,168,2023-04-23,297,32,False
11727,1692,168,2023-06-25,161,15,False
11728,1692,168,2023-11-19,184,14,False
11729,1816,168,2024-01-21,25,16,False
11730,1816,168,2024-12-15,71,2,False
11731,1816,168,2024-10-06,107,29,False
11732,1816,168,2024-05-12,122,21,False
11733,1816,168,2024-12-29,204,59,False
11734,1350,168,2024-03-10,245,22,False
11735,1350,168,2024-06-16,30,16,False
11736,1350,168,2024-01-21,49,23,False
11737,1350,168,2023-04-16,56,54,False
11738,1248,168,2023-04-02,206,11,False
11739,1248,168,2024-10-13,219,66,False
11740,1248,168,2023-01-08,74,29,False
11741,1248,168,2024-08-25,117,32,False
11742,1248,168,2023-07-16,135,7,False
11743,1248,168,2024-12-15,249,43,False
11744,1248,168,2024-05-26,122,60,False
11745,1248,168,2023-04-30,149,48,False
11746,1248,168,2024-06-23,94,57,False
11747,1248,168,2023-03-26,44,27,False
11748,1248,168,2023-02-26,83,31,False
11749,1248,168,2023-11-26,49,42,False
11750,1934,168,2023-04-30,202,65,False
11751,1934,168,2024-09-08,232,63,False
11752,1934,168,2023-01-15,106,69,False
11753,1934,168,2024-07-21,41,38,False
11754,1934,168,2023-10-08,224,28,False
11755,1934,168,2024-11-24,75,50,False
11756,1934,168,2024-05-26,256,50,False
11757,1934,168,2023-10-01,291,39,False
11758,1934,168,2024-06-23,168,62,False
11759,1518,168,2023-04-09,114,19,False
11760,1518,168,2024-06-16,214,62,False
11761,1518,168,2023-04-02,192,59,False
11762,1518,168,2024-12-22,292,51,False
11763,1518,168,2023-01-08,237,22,False
11764,1518,168,2023-07-30,274,72,False
11765,1518,168,2024-01-07,219,8,False
11766,1518,168,2023-08-06,245,36,False
11767,1518,168,2023-10-01,188,17,False
11768,1518,168,2023-11-19,200,55,False
11769,1518,168,2024-09-01,101,43,False
11770,641,168,2024-01-28,95,36,False
11771,641,168,2024-05-26,281,36,False
11772,641,168,2024-06-09,157,57,False
11773,641,168,2024-02-18,285,78,False
11774,641,168,2023-02-12,172,16,False
11775,641,168,2024-09-15,215,28,False
11776,641,168,2024-03-03,291,32,False
11777,641,168,2024-07-21,291,12,False
11778,641,168,2023-05-28,5,0,False
11779,538,168,2024-04-14,258,57,False
11780,538,168,2023-04-30,252,1,False
11781,538,168,2023-02-12,298,73,False
11782,538,168,2023-11-19,176,70,False
11783,538,168,2024-05-05,102,24,False
11784,538,168,2024-09-29,120,10,False
11785,538,168,2024-06-09,62,57,False
11786,538,168,2023-01-01,235,35,False
11787,755,168,2023-11-26,166,80,False
11788,755,168,2024-04-21,34,0,False
11789,755,168,2024-07-28,134,24,False
11790,755,168,2023-12-10,221,64,False
11791,755,168,2023-05-07,161,8,False
11792,755,168,2023-09-24,211,48,False
11793,755,168,2023-05-21,219,78,False
11794,755,168,2024-05-05,53,33,False
11795,755,168,2024-03-03,15,13,False
11796,755,168,2024-02-25,22,22,False
11797,755,168,2023-08-27,227,36,False
11798,2,168,2024-08-25,91,71,False
11799,2,168,2023-03-05,65,11,False
11800,2,168,2023-11-12,233,78,False
11801,2,168,2023-06-11,86,7,False
11802,2,168,2024-06-09,105,52,False
11803,2,168,2024-04-07,179,31,False
11804,38,168,2023-11-05,182,33,False
11805,38,168,2024-03-31,72,47,False
11806,38,168,2023-12-31,89,21,False
11807,38,168,2023-02-19,83,34,False
11808,38,168,2024-04-28,266,27,False
11809,628,168,2023-06-11,108,8,False
11810,628,168,2024-08-18,139,74,False
11811,628,168,2023-04-23,55,21,False
11812,628,168,2024-08-25,126,54,False
11813,628,168,2024-10-06,200,30,False
11814,177,168,2024-03-24,92,63,False
11815,177,168,2024-02-25,102,63,False
11816,177,168,2023-08-06,114,41,False
11817,177,168,2024-07-07,148,57,False
11818,177,168,2024-03-17,237,20,False
11819,177,168,2023-07-02,102,71,False
11820,177,168,2023-07-09,171,16,False
11821,177,168,2024-07-14,26,18,False
11822,177,168,2024-06-09,286,0,False
11823,177,168,2024-05-19,64,34,False
11824,1844,168,2024-07-21,18,11,False
11825,1844,168,2024-02-18,18,3,False
11826,1844,168,2024-03-10,274,73,False
11827,1844,168,2024-07-07,280,30,False
11828,1844,168,2024-05-12,49,13,False
11829,1844,168,2024-11-24,272,8,False
11830,1844,168,2024-10-13,215,55,False
11831,1844,168,2024-06-02,75,63,False
11832,1867,485,2024-11-17,58,38,False
11833,1867,485,2024-05-19,16,15,False
11834,1867,485,2023-12-24,18,5,False
11835,1867,485,2023-11-19,192,76,False
11836,1867,485,2023-03-26,21,11,False
11837,1595,485,2023-05-07,266,79,False
11838,1595,485,2024-03-31,36,36,False
11839,1595,485,2024-06-23,247,23,False
11840,1595,485,2024-03-24,118,6,False
11841,1595,485,2023-12-17,205,36,False
11842,1595,485,2023-02-19,283,27,False
11843,1595,485,2023-02-05,149,45,False
11844,1595,485,2024-02-18,88,30,False
11845,1595,485,2023-08-27,222,34,False
11846,1595,485,2023-09-10,228,78,False
11847,1028,485,2023-02-19,27,18,False
11848,1028,485,2023-09-03,63,18,False
11849,1028,485,2023-05-07,163,33,False
11850,1028,485,2024-01-21,168,52,False
11851,1028,485,2024-11-17,62,61,False
11852,1028,485,2024-05-26,98,47,False
11853,1028,485,2024-10-27,29,21,False
11854,1028,485,2024-09-15,101,45,False
11855,1028,485,2024-08-04,74,66,False
11856,677,485,2023-09-24,9,6,False
11857,677,485,2023-03-12,40,14,False
11858,677,485,2024-10-13,29,28,False
11859,677,485,2023-09-10,281,70,False
11860,677,485,2023-01-22,125,19,False
