product_id,category,subcategory,brand,mrp,avg_rating,listing_date
423,Home & Kitchen,Furniture,Philips,15820.0,4.5,2022-08-09
424,Home & Kitchen,Appliances,Philips,14490.0,3.7,2022-02-19
425,Sports,Yoga,Decathlon,8830.0,4.3,2022-03-26
426,Grocery,Personal Hygiene,Tata,300.0,4.5,2022-07-21
427,Home & Kitchen,Appliances,Prestige,2340.0,4.7,2022-08-13
428,Beauty,Haircare,Nykaa,3990.0,4.0,2023-02-14
429,Books,Children,Penguin,930.0,3.5,2022-10-07
430,Beauty,Skincare,Nykaa,1300.0,3.1,2023-02-07
431,Electronics,Tablets,boAt,72940.0,3.4,2023-02-17
432,Books,Non-Fiction,Westland,220.0,4.2,2022-07-31
433,Beauty,Makeup,Himalaya,2910.0,3.0,2022-06-06
434,Books,Comics,Rupa,470.0,4.4,2022-06-07
435,Grocery,Personal Hygiene,Nestle,740.0,3.2,2022-03-29
436,Home & Kitchen,Decor,Pigeon,26600.0,4.5,2022-08-11
437,Sports,Cricket,Nike,13540.0,3.8,2022-11-24
438,Sports,Cricket,Nike,18300.0,3.6,2023-03-03
439,Home & Kitchen,Furniture,Cello,11250.0,3.9,2023-06-09
440,Home & Kitchen,Decor,Pigeon,11980.0,3.8,2022-01-23
441,Grocery,Dairy,Nestle,110.0,4.5,2022-04-13
442,Sports,Yoga,Nike,9230.0,3.6,2022-03-12
443,Fashion,Kids Wear,Biba,6940.0,3.5,2022-11-11
444,Sports,Cricket,Decathlon,4280.0,3.0,2022-10-10
445,Sports,Yoga,Adidas,10500.0,4.3,2022-09-08
446,Sports,Footwear,Nivia,11490.0,3.4,2023-04-01
447,Beauty,Makeup,L'Oreal,3920.0,4.1,2022-02-07
448,Beauty,Skincare,Nykaa,1700.0,4.4,2022-09-27
449,Books,Non-Fiction,Rupa,300.0,4.5,2023-04-28
450,Books,Children,Penguin,400.0,3.7,2022-06-28
451,Fashion,Men Clothing,Puma,5910.0,4.5,2022-02-25
452,Beauty,Fragrances,Biotique,1280.0,4.7,2022-12-21
453,Fashion,Footwear,W,4740.0,3.1,2022-02-22
454,Books,Fiction,Penguin,210.0,3.5,2022-09-16
455,Beauty,Fragrances,Mamaearth,3850.0,4.2,2022-09-27
456,Fashion,Men Clothing,Puma,8960.0,3.4,2023-05-11
457,Fashion,Women Clothing,Myntra,9440.0,3.8,2023-05-28
458,Home & Kitchen,Bedding,IKEA,3290.0,3.6,2023-05-15
459,Home & Kitchen,Cookware,Milton,16110.0,4.7,2023-01-19
460,Beauty,Haircare,Himalaya,3360.0,3.1,2022-05-29
461,Sports,Footwear,Decathlon,7120.0,2.8,2022-12-19
462,Beauty,Personal Care,Nykaa,4180.0,3.6,2023-05-29
463,Electronics,Smartwatches,boAt,7120.0,4.5,2023-06-28
464,Grocery,Beverages,Dabur,650.0,4.5,2023-02-25
465,Fashion,Women Clothing,H&M,7470.0,4.2,2022-11-06
466,Beauty,Skincare,Nykaa,190.0,3.0,2023-02-15
467,Grocery,Personal Hygiene,Amul,640.0,3.0,2023-05-20
468,Books,Comics,Westland,750.0,4.6,2022-09-09
469,Home & Kitchen,Cookware,Cello,10610.0,3.5,2022-12-15
470,Electronics,Tablets,Realme,32900.0,4.9,2023-01-17
471,Books,Children,Penguin,210.0,2.9,2023-02-02
472,Electronics,Smartphones,Samsung,69290.0,4.2,2022-02-01
473,Books,Fiction,Penguin,490.0,2.9,2023-01-28
474,Beauty,Personal Care,Biotique,1420.0,2.9,2023-03-19
475,Books,Comics,HarperCollins,950.0,3.5,2022-04-11
476,Beauty,Haircare,Lakme,3770.0,3.6,2022-08-31
477,Books,Comics,Scholastic,480.0,3.7,2022-09-13
478,Home & Kitchen,Furniture,Milton,14710.0,3.3,2022-12-31
479,Books,Comics,Scholastic,470.0,3.9,2023-04-11
480,Fashion,Women Clothing,W,5470.0,3.4,2022-03-29
481,Fashion,Women Clothing,Puma,3580.0,3.0,2022-07-18
482,Sports,Fitness Equipment,Nike,5590.0,2.9,2023-04-25
483,Grocery,Beverages,ITC,510.0,3.5,2022-08-21
484,Beauty,Fragrances,Biotique,4620.0,3.5,2023-02-28
485,Beauty,Skincare,Biotique,1410.0,4.9,2022-07-20
486,Books,Fiction,Penguin,920.0,4.3,2022-08-22
487,Grocery,Beverages,Dabur,450.0,3.6,2022-06-07
488,Beauty,Skincare,Himalaya,950.0,4.7,2022-07-05
489,Books,Children,HarperCollins,910.0,3.8,2022-09-28
490,Books,Fiction,HarperCollins,900.0,4.7,2023-06-20
491,Beauty,Fragrances,Himalaya,610.0,4.6,2022-05-12
492,Fashion,Women Clothing,Zara,2780.0,4.2,2022-11-27
493,Grocery,Snacks,Amul,110.0,3.0,2023-05-16
494,Grocery,Personal Hygiene,Britannia,810.0,3.1,2022-12-08
495,Grocery,Personal Hygiene,Nestle,410.0,4.5,2022-11-23
496,Beauty,Makeup,Biotique,3180.0,3.6,2023-01-17
497,Books,Non-Fiction,HarperCollins,440.0,4.6,2022-10-14
498,Home & Kitchen,Cookware,Prestige,15720.0,4.6,2023-06-30
499,Books,Academic,Penguin,290.0,4.8,2022-07-12
500,Sports,Fitness Equipment,Nivia,6890.0,2.9,2022-04-13
501,Books,Comics,HarperCollins,500.0,4.9,2023-03-16
502,Sports,Footwear,Nike,10830.0,4.8,2023-05-24
503,Electronics,Earphones,boAt,100780.0,3.2,2022-03-18
504,Home & Kitchen,Appliances,Philips,6110.0,3.5,2022-03-03
505,Electronics,Smartphones,Apple,66710.0,4.0,2023-02-03
506,Electronics,Laptops,Samsung,76470.0,4.7,2023-02-09
507,Home & Kitchen,Bedding,Milton,1580.0,4.1,2023-03-08
508,Books,Children,Westland,200.0,4.0,2023-04-22
509,Beauty,Haircare,Biotique,3060.0,2.8,2023-03-08
510,Books,Children,Penguin,670.0,3.2,2022-04-07
511,Beauty,Haircare,Lakme,1480.0,4.0,2023-06-13
512,Beauty,Personal Care,Lakme,3320.0,3.0,2023-02-04
513,Grocery,Personal Hygiene,ITC,70.0,4.7,2022-06-15
514,Beauty,Makeup,Biotique,1710.0,3.7,2023-03-16
515,Beauty,Makeup,Lakme,2980.0,3.0,2022-02-07
516,Home & Kitchen,Furniture,Cello,20510.0,3.7,2022-09-14
517,Grocery,Personal Hygiene,Tata,970.0,4.4,2023-05-14
518,Books,Fiction,HarperCollins,370.0,3.5,2022-04-28
519,Books,Comics,Westland,710.0,3.1,2022-03-12
520,Books,Academic,Scholastic,620.0,3.2,2022-05-26
521,Sports,Outdoor,Cosco,19100.0,3.8,2022-06-29
522,Electronics,Earphones,Apple,10510.0,3.3,2023-02-12
523,Books,Non-Fiction,Rupa,960.0,3.7,2022-01-04
524,Fashion,Women Clothing,Zara,4350.0,4.4,2022-01-26
525,Sports,Yoga,Cosco,7460.0,3.4,2022-01-11
526,Fashion,Kids Wear,H&M,2150.0,5.0,2022-08-25
527,Grocery,Personal Hygiene,Nestle,220.0,4.6,2022-03-26
528,Electronics,Smartwatches,OnePlus,67570.0,4.7,2022-12-01
529,Grocery,Staples,Amul,330.0,4.8,2023-01-22
530,Sports,Cricket,Nivia,14180.0,3.1,2022-06-16
531,Books,Fiction,Rupa,140.0,4.6,2022-04-01
532,Fashion,Kids Wear,H&M,2060.0,4.1,2023-01-12
533,Sports,Yoga,Nivia,9750.0,4.1,2022-08-14
534,Home & Kitchen,Appliances,Milton,3180.0,4.8,2022-03-25
535,Grocery,Dairy,Dabur,60.0,2.9,2023-02-25
536,Sports,Outdoor,Nike,17890.0,3.5,2022-05-13
537,Home & Kitchen,Bedding,Prestige,10030.0,4.9,2022-09-17
538,Sports,Cricket,Nivia,12700.0,4.1,2022-08-02
539,Fashion,Accessories,FabIndia,5670.0,3.1,2023-04-10
540,Grocery,Dairy,Amul,480.0,4.3,2022-03-04
541,Electronics,Smartwatches,OnePlus,34050.0,3.5,2023-04-11
542,Books,Non-Fiction,Penguin,670.0,3.8,2022-08-31
543,Electronics,Laptops,Apple,26970.0,4.1,2023-03-07
544,Books,Children,Rupa,920.0,5.0,2022-09-28
545,Grocery,Beverages,Tata,790.0,3.5,2022-10-15
546,Sports,Fitness Equipment,SG,6210.0,4.7,2023-03-26
547,Books,Non-Fiction,Penguin,590.0,5.0,2023-02-01
548,Electronics,Earphones,Sony,43780.0,3.9,2023-04-11
549,Sports,Yoga,Decathlon,16390.0,4.4,2022-11-03
550,Grocery,Dairy,Amul,840.0,3.0,2022-02-22
551,Beauty,Personal Care,L'Oreal,2020.0,4.7,2023-01-06
552,Home & Kitchen,Decor,Milton,10370.0,3.1,2023-04-12
553,Fashion,Women Clothing,FabIndia,6890.0,3.3,2023-06-04
554,Home & Kitchen,Decor,Pigeon,940.0,3.2,2022-01-11
555,Sports,Yoga,Decathlon,19140.0,3.6,2022-12-24
556,Books,Children,Penguin,860.0,3.6,2022-07-06
557,Grocery,Dairy,Tata,240.0,3.1,2023-02-24
558,Grocery,Personal Hygiene,Amul,60.0,4.5,2023-03-30
559,Beauty,Fragrances,L'Oreal,3020.0,3.8,2022-07-30
560,Sports,Yoga,Cosco,3060.0,3.3,2023-04-25
561,Sports,Cricket,Nivia,16200.0,4.8,2022-03-13
562,Books,Fiction,Penguin,950.0,4.5,2023-01-02
563,Electronics,Laptops,Mi,89760.0,3.2,2022-02-03
564,Beauty,Personal Care,Biotique,4590.0,3.4,2022-06-17
565,Fashion,Women Clothing,Biba,9430.0,3.3,2022-05-27
566,Fashion,Kids Wear,W,9300.0,3.4,2023-01-24
567,Electronics,Smartwatches,Sony,106400.0,2.9,2023-01-22
568,Sports,Footwear,Nivia,4690.0,4.8,2023-02-13
569,Sports,Footwear,Nivia,2780.0,3.6,2023-02-06
570,Home & Kitchen,Furniture,Cello,9300.0,3.1,2022-12-18
571,Fashion,Accessories,Biba,8380.0,2.9,2023-01-27
572,Grocery,Beverages,Nestle,540.0,4.6,2022-12-11
573,Home & Kitchen,Appliances,Milton,23440.0,3.5,2022-04-20
574,Electronics,Tablets,Realme,113140.0,4.6,2022-01-11
575,Home & Kitchen,Furniture,IKEA,10630.0,3.5,2022-05-27
576,Sports,Fitness Equipment,Decathlon,5100.0,3.8,2022-11-06
577,Fashion,Footwear,Myntra,8050.0,3.9,2023-03-11
578,Sports,Yoga,Nivia,19220.0,4.0,2022-01-29
579,Books,Non-Fiction,Penguin,300.0,4.1,2022-05-14
580,Fashion,Men Clothing,H&M,8900.0,4.8,2022-02-05
581,Electronics,Tablets,Realme,135580.0,4.0,2023-03-01
582,Fashion,Kids Wear,Puma,5850.0,3.1,2023-04-29
583,Sports,Yoga,Cosco,3360.0,4.7,2023-05-24
584,Fashion,Men Clothing,Myntra,8050.0,4.6,2023-01-06
585,Grocery,Dairy,ITC,590.0,3.0,2023-02-06
586,Home & Kitchen,Decor,Prestige,12930.0,3.3,2022-07-07
587,Sports,Yoga,SG,330.0,2.8,2022-11-28
588,Electronics,Smartphones,Apple,79300.0,3.5,2022-03-23
589,Fashion,Men Clothing,H&M,6870.0,4.4,2022-01-04
590,Electronics,Smartwatches,OnePlus,44980.0,4.9,2022-03-10
591,Beauty,Makeup,Himalaya,2540.0,3.1,2022-03-11
592,Electronics,Earphones,boAt,62550.0,4.7,2022-11-24
593,Books,Fiction,Penguin,420.0,3.7,2023-04-04
594,Home & Kitchen,Decor,Philips,24790.0,3.3,2023-02-12
595,Electronics,Smartwatches,Mi,136330.0,3.6,2022-07-13
596,Fashion,Men Clothing,W,9680.0,3.9,2023-05-21
597,Fashion,Women Clothing,Biba,5640.0,3.7,2022-01-11
598,Beauty,Skincare,Lakme,4330.0,3.5,2022-06-07
599,Fashion,Women Clothing,FabIndia,4960.0,3.4,2023-06-29
600,Home & Kitchen,Appliances,Pigeon,3170.0,4.2,2022-01-08
601,Electronics,Earphones,Samsung,108490.0,4.0,2023-05-24
602,Sports,Outdoor,Nivia,2820.0,4.2,2022-12-25
603,Electronics,Tablets,Apple,7410.0,4.7,2022-06-08
604,Sports,Footwear,Adidas,4920.0,4.4,2023-04-06
605,Grocery,Staples,Nestle,590.0,4.7,2023-05-04
606,Sports,Footwear,SG,3400.0,4.8,2022-12-18
607,Sports,Footwear,Decathlon,16250.0,3.0,2022-08-05
608,Grocery,Personal Hygiene,Dabur,460.0,3.4,2022-06-18
609,Electronics,Smartwatches,OnePlus,124660.0,3.8,2022-04-24
610,Grocery,Beverages,ITC,320.0,4.6,2022-09-01
611,Sports,Outdoor,Adidas,7830.0,3.6,2022-03-23
612,Sports,Yoga,Adidas,13920.0,3.2,2023-04-27
613,Books,Children,HarperCollins,780.0,4.2,2023-04-18
614,Beauty,Haircare,Nykaa,1550.0,4.2,2022-07-22
615,Books,Academic,Rupa,660.0,3.8,2023-05-23
616,Fashion,Kids Wear,Puma,3890.0,3.8,2022-12-12
617,Beauty,Makeup,Mamaearth,4480.0,4.7,2022-02-14
618,Grocery,Snacks,Britannia,920.0,2.9,2022-08-20
619,Home & Kitchen,Appliances,Pigeon,760.0,3.5,2022-10-28
620,Beauty,Personal Care,L'Oreal,4810.0,4.2,2022-02-21
621,Sports,Footwear,Nike,12110.0,3.7,2022-12-29
622,Beauty,Haircare,L'Oreal,2130.0,3.4,2022-06-21
623,Beauty,Fragrances,Biotique,3920.0,4.3,2022-05-22
624,Fashion,Footwear,Myntra,6020.0,4.8,2022-08-15
625,Beauty,Personal Care,Mamaearth,360.0,4.5,2022-10-02
626,Grocery,Staples,Tata,690.0,3.1,2022-09-05
627,Electronics,Smartphones,Sony,69290.0,4.6,2023-02-10
628,Home & Kitchen,Cookware,IKEA,14840.0,4.7,2023-03-08
629,Sports,Fitness Equipment,Nike,12750.0,3.9,2022-05-09
630,Sports,Cricket,Adidas,19580.0,4.1,2022-10-07
631,Beauty,Makeup,Mamaearth,870.0,4.0,2022-09-06
632,Grocery,Beverages,Britannia,430.0,3.7,2023-05-08
633,Grocery,Dairy,Tata,980.0,3.3,2022-01-21
634,Grocery,Snacks,ITC,450.0,4.8,2022-11-05
635,Beauty,Haircare,L'Oreal,1690.0,2.9,2022-07-27
636,Fashion,Kids Wear,W,350.0,2.9,2022-02-26
637,Beauty,Makeup,L'Oreal,2090.0,4.7,2022-11-16
638,Home & Kitchen,Furniture,Milton,15200.0,3.3,2022-11-29
639,Home & Kitchen,Decor,Pigeon,28160.0,4.4,2022-10-18
640,Fashion,Women Clothing,Zara,4120.0,3.9,2022-05-28
641,Books,Fiction,Westland,500.0,3.6,2022-10-02
642,Sports,Cricket,SG,4090.0,4.9,2023-02-14
643,Sports,Fitness Equipment,Decathlon,6520.0,3.3,2022-07-07
644,Grocery,Beverages,ITC,530.0,4.0,2022-08-16
645,Home & Kitchen,Bedding,Philips,7590.0,4.6,2023-06-08
646,Electronics,Laptops,Apple,3440.0,3.9,2022-10-11
647,Home & Kitchen,Furniture,Pigeon,26960.0,4.3,2022-02-21
648,Fashion,Women Clothing,FabIndia,3240.0,4.7,2022-06-06
649,Home & Kitchen,Bedding,IKEA,840.0,4.1,2023-01-19
650,Fashion,Accessories,H&M,740.0,3.3,2022-02-15
651,Home & Kitchen,Cookware,Milton,1640.0,3.3,2022-05-16
652,Home & Kitchen,Cookware,Prestige,14730.0,3.0,2023-01-01
653,Home & Kitchen,Appliances,Milton,1810.0,4.1,2022-10-01
654,Books,Fiction,Rupa,240.0,4.8,2022-11-03
655,Home & Kitchen,Bedding,IKEA,2320.0,4.1,2022-06-10
656,Home & Kitchen,Decor,Prestige,4120.0,3.3,2022-02-06
657,Beauty,Personal Care,Lakme,2970.0,4.7,2022-12-20
658,Electronics,Earphones,Realme,111570.0,4.4,2022-11-14
659,Sports,Footwear,Nike,12410.0,4.7,2022-04-23
660,Home & Kitchen,Bedding,IKEA,10870.0,4.9,2023-02-06
661,Beauty,Haircare,Mamaearth,4800.0,4.2,2022-05-15
662,Home & Kitchen,Bedding,Philips,720.0,4.5,2022-05-04
663,Books,Children,HarperCollins,860.0,3.0,2023-01-09
664,Books,Children,HarperCollins,380.0,2.8,2022-01-01
665,Beauty,Fragrances,Lakme,1630.0,3.4,2022-02-26
666,Home & Kitchen,Appliances,Cello,19850.0,3.9,2023-01-03
667,Books,Children,Scholastic,500.0,4.7,2022-11-10
668,Fashion,Women Clothing,Biba,9650.0,2.9,2023-06-02
669,Electronics,Tablets,Samsung,16840.0,3.0,2022-10-19
670,Grocery,Dairy,Dabur,120.0,2.9,2022-08-10
671,Sports,Cricket,Cosco,16650.0,4.0,2022-04-11
672,Sports,Yoga,Adidas,960.0,4.6,2023-02-05
673,Books,Fiction,Westland,940.0,4.0,2022-04-27
674,Beauty,Personal Care,L'Oreal,3570.0,4.4,2022-04-01
675,Sports,Footwear,Cosco,18630.0,2.9,2022-12-25
676,Books,Fiction,Scholastic,440.0,5.0,2022-06-14
677,Beauty,Fragrances,Mamaearth,2670.0,2.8,2022-06-09
678,Books,Children,HarperCollins,840.0,4.4,2022-04-25
679,Books,Academic,Westland,240.0,3.2,2022-08-04
680,Home & Kitchen,Bedding,IKEA,730.0,3.9,2022-01-30
681,Sports,Cricket,Nike,15420.0,4.1,2023-06-17
682,Grocery,Personal Hygiene,Britannia,640.0,4.1,2022-04-16
683,Books,Academic,Rupa,980.0,4.1,2022-07-29
684,Beauty,Fragrances,Lakme,1370.0,3.9,2022-02-06
685,Beauty,Fragrances,Himalaya,2620.0,3.7,2023-01-17
686,Electronics,Tablets,OnePlus,114550.0,4.8,2022-03-28
687,Beauty,Makeup,Nykaa,2210.0,3.6,2023-01-10
688,Grocery,Dairy,ITC,1000.0,3.3,2022-04-02
689,Sports,Fitness Equipment,Nivia,13180.0,3.3,2022-05-31
690,Electronics,Smartphones,Apple,52750.0,4.6,2022-12-21
691,Beauty,Makeup,Mamaearth,1280.0,3.8,2023-05-04
692,Beauty,Haircare,Lakme,3420.0,3.0,2023-05-23
693,Books,Comics,Westland,200.0,4.5,2023-03-02
694,Electronics,Earphones,OnePlus,82350.0,4.3,2022-01-13
695,Grocery,Staples,ITC,280.0,2.9,2023-01-19
696,Grocery,Beverages,Nestle,340.0,4.2,2022-12-17
697,Home & Kitchen,Appliances,Prestige,15320.0,4.4,2022-02-07
698,Books,Comics,Scholastic,930.0,4.7,2023-05-23
699,Beauty,Fragrances,Mamaearth,2650.0,3.9,2022-11-14
700,Beauty,Skincare,L'Oreal,1150.0,3.2,2022-10-16
701,Fashion,Kids Wear,H&M,7770.0,2.9,2022-01-31
702,Sports,Fitness Equipment,Decathlon,4620.0,3.1,2022-11-11
703,Sports,Cricket,Nike,9940.0,4.9,2022-10-12
704,Electronics,Smartwatches,Mi,85170.0,4.2,2022-11-18
705,Home & Kitchen,Bedding,Milton,4750.0,4.2,2022-07-19
706,Home & Kitchen,Cookware,Cello,18250.0,3.6,2022-05-29
707,Home & Kitchen,Furniture,Milton,23380.0,4.2,2022-02-27
708,Electronics,Laptops,Apple,37850.0,3.1,2022-10-21
709,Electronics,Earphones,boAt,111660.0,3.8,2022-04-15
710,Fashion,Footwear,Zara,6660.0,3.9,2022-02-14
711,Grocery,Beverages,Tata,920.0,4.7,2022-06-19
712,Grocery,Personal Hygiene,Tata,360.0,3.7,2023-03-18
713,Electronics,Tablets,Sony,17660.0,3.2,2022-05-11
714,Beauty,Personal Care,Himalaya,1540.0,3.4,2022-02-04
715,Sports,Yoga,Cosco,16030.0,3.7,2022-12-01
716,Fashion,Accessories,FabIndia,6190.0,4.6,2022-10-16
717,Home & Kitchen,Decor,Philips,640.0,3.2,2022-09-23
718,Books,Comics,HarperCollins,320.0,4.0,2023-02-07
719,Fashion,Men Clothing,H&M,8710.0,3.3,2022-03-20
720,Home & Kitchen,Decor,Prestige,6940.0,3.0,2022-04-23
721,Sports,Fitness Equipment,Nivia,3220.0,4.3,2022-05-05
722,Home & Kitchen,Cookware,Cello,22910.0,4.3,2023-02-23
723,Electronics,Smartwatches,Samsung,4160.0,3.8,2022-04-05
724,Grocery,Personal Hygiene,Britannia,840.0,3.1,2022-04-15
725,Grocery,Personal Hygiene,Britannia,150.0,3.5,2023-01-23
726,Books,Comics,HarperCollins,900.0,4.4,2023-02-24
727,Sports,Yoga,Nivia,15580.0,3.4,2022-02-16
728,Fashion,Footwear,Zara,2950.0,3.2,2022-03-13
729,Sports,Fitness Equipment,Nike,18890.0,5.0,2022-04-17
730,Home & Kitchen,Cookware,IKEA,27660.0,4.3,2022-08-26
731,Fashion,Footwear,Biba,1330.0,4.7,2022-01-03
732,Home & Kitchen,Decor,Milton,1350.0,3.6,2022-01-02
733,Sports,Footwear,Nike,16170.0,4.8,2023-04-10
734,Electronics,Earphones,Realme,122720.0,3.8,2022-08-06
735,Electronics,Smartphones,Apple,16130.0,4.6,2022-12-29
736,Grocery,Dairy,Nestle,330.0,3.1,2022-06-06
737,Beauty,Makeup,Biotique,4880.0,4.1,2022-02-25
738,Beauty,Makeup,Lakme,1190.0,4.7,2023-04-06
739,Home & Kitchen,Decor,Cello,18900.0,4.1,2023-06-22
740,Beauty,Skincare,Himalaya,4720.0,3.3,2022-04-20
741,Books,Non-Fiction,Westland,770.0,5.0,2022-10-23
742,Electronics,Laptops,Sony,94700.0,4.9,2022-03-14
743,Electronics,Smartwatches,Samsung,34010.0,3.7,2023-04-07
744,Home & Kitchen,Furniture,Prestige,21140.0,4.0,2022-12-23
745,Beauty,Fragrances,Mamaearth,530.0,4.6,2022-03-25
746,Electronics,Tablets,Mi,61200.0,3.5,2023-02-21
747,Grocery,Staples,ITC,340.0,3.7,2023-02-02
748,Home & Kitchen,Cookware,Prestige,8570.0,3.4,2023-06-18
749,Beauty,Fragrances,Himalaya,1570.0,4.0,2023-06-16
750,Sports,Footwear,SG,5200.0,3.0,2022-01-13
751,Books,Non-Fiction,Westland,830.0,2.9,2022-02-24
752,Beauty,Fragrances,Lakme,3790.0,3.8,2022-08-16
753,Books,Children,Rupa,620.0,3.5,2022-07-22
754,Grocery,Snacks,Tata,460.0,3.0,2022-03-17
755,Beauty,Skincare,Himalaya,3550.0,3.7,2022-02-23
756,Electronics,Earphones,Mi,4030.0,4.8,2022-10-02
757,Home & Kitchen,Decor,Prestige,28350.0,4.6,2022-12-09
758,Grocery,Personal Hygiene,Amul,460.0,3.3,2022-08-27
759,Books,Comics,Rupa,700.0,4.4,2022-12-17
760,Home & Kitchen,Furniture,Philips,17110.0,3.0,2022-01-28
761,Grocery,Snacks,Dabur,260.0,3.3,2022-01-02
762,Grocery,Staples,Nestle,630.0,4.6,2022-07-04
763,Beauty,Fragrances,Nykaa,1150.0,3.6,2022-04-25
764,Books,Comics,Westland,680.0,3.8,2022-04-17
765,Beauty,Haircare,Himalaya,4360.0,4.5,2022-06-08
766,Home & Kitchen,Appliances,Milton,21590.0,3.1,2022-07-20
767,Grocery,Personal Hygiene,Nestle,850.0,3.6,2022-12-04
768,Books,Non-Fiction,Scholastic,240.0,3.9,2023-02-02
769,Sports,Outdoor,Nivia,2030.0,4.3,2022-09-05
770,Home & Kitchen,Appliances,Philips,23770.0,4.8,2023-05-09
771,Sports,Outdoor,Cosco,18760.0,3.7,2023-01-10
772,Home & Kitchen,Appliances,Pigeon,3220.0,4.7,2022-11-24
773,Beauty,Personal Care,Mamaearth,680.0,4.4,2023-02-02
774,Fashion,Footwear,Zara,4050.0,4.6,2022-07-12
775,Home & Kitchen,Decor,Milton,9210.0,3.3,2023-04-04
776,Electronics,Smartphones,OnePlus,99560.0,4.2,2022-12-02
777,Home & Kitchen,Bedding,Prestige,25440.0,3.3,2022-09-01
778,Home & Kitchen,Furniture,Milton,20930.0,5.0,2023-02-09
779,Beauty,Personal Care,Mamaearth,1870.0,3.1,2022-02-26
780,Home & Kitchen,Cookware,Cello,27730.0,3.7,2022-02-24
781,Electronics,Smartphones,Realme,12490.0,4.9,2022-04-24
782,Books,Fiction,Penguin,840.0,3.7,2023-03-02
783,Electronics,Tablets,boAt,29280.0,3.4,2022-09-16
784,Grocery,Personal Hygiene,Dabur,530.0,3.1,2022-03-31
785,Grocery,Snacks,Tata,70.0,4.4,2023-06-09
786,Fashion,Women Clothing,W,8570.0,4.3,2023-01-20
787,Grocery,Personal Hygiene,Britannia,80.0,4.3,2023-02-19
788,Beauty,Haircare,Mamaearth,3400.0,3.3,2022-03-04
789,Home & Kitchen,Decor,Cello,3920.0,4.3,2023-04-23
790,Books,Non-Fiction,Westland,870.0,4.9,2022-11-21
791,Books,Children,Penguin,640.0,3.1,2022-03-15
792,Grocery,Personal Hygiene,Britannia,160.0,3.1,2023-02-25
793,Fashion,Men Clothing,W,7330.0,3.7,2022-10-22
794,Electronics,Smartwatches,boAt,9940.0,4.2,2022-08-17
795,Grocery,Staples,ITC,210.0,3.4,2022-04-30
796,Books,Children,Scholastic,310.0,3.9,2022-11-21
797,Books,Comics,Scholastic,160.0,4.7,2023-03-21
798,Home & Kitchen,Cookware,Philips,4590.0,4.5,2022-03-11
799,Books,Comics,HarperCollins,690.0,5.0,2022-05-24
800,Grocery,Personal Hygiene,ITC,890.0,4.2,2023-02-16
801,Grocery,Dairy,Tata,200.0,4.8,2022-09-04
802,Beauty,Personal Care,Nykaa,3060.0,4.2,2022-11-25
803,Grocery,Snacks,ITC,330.0,4.8,2023-03-01
804,Grocery,Beverages,Nestle,320.0,3.9,2022-09-12
805,Grocery,Dairy,Dabur,740.0,3.8,2022-04-26
806,Grocery,Staples,Tata,330.0,4.9,2022-08-15
807,Electronics,Smartwatches,OnePlus,4130.0,4.4,2022-01-26
808,Home & Kitchen,Appliances,Milton,14470.0,4.7,2022-11-21
809,Books,Academic,Scholastic,710.0,4.5,2022-02-27
810,Grocery,Dairy,Dabur,890.0,4.5,2023-06-28
811,Beauty,Personal Care,Lakme,940.0,3.6,2022-04-11
812,Books,Non-Fiction,Penguin,740.0,3.4,2023-02-04
813,Fashion,Accessories,H&M,1340.0,3.2,2023-02-11
814,Beauty,Skincare,Mamaearth,810.0,3.5,2022-11-01
815,Electronics,Tablets,Sony,1500.0,4.2,2022-12-19
816,Books,Comics,Scholastic,610.0,3.9,2022-08-21
817,Books,Children,Scholastic,280.0,4.6,2023-05-16
818,Grocery,Personal Hygiene,Nestle,770.0,2.9,2022-05-30
819,Home & Kitchen,Bedding,IKEA,20530.0,3.0,2023-05-06
820,Books,Non-Fiction,Westland,970.0,3.8,2022-08-12
821,Books,Comics,Westland,230.0,3.6,2023-04-20
822,Grocery,Dairy,Tata,130.0,3.6,2022-10-26
823,Books,Non-Fiction,HarperCollins,290.0,4.6,2022-02-13
824,Home & Kitchen,Bedding,Philips,1150.0,4.9,2022-05-30
825,Sports,Cricket,Nivia,5200.0,4.2,2022-05-23
826,Sports,Outdoor,Adidas,19240.0,4.6,2022-06-25
827,Grocery,Staples,Tata,890.0,4.3,2023-06-19
828,Sports,Cricket,Nike,3600.0,3.8,2023-03-14
829,Home & Kitchen,Decor,Cello,10600.0,3.2,2023-04-29
830,Fashion,Men Clothing,Zara,6250.0,4.7,2022-10-30
831,Fashion,Kids Wear,FabIndia,2680.0,4.3,2023-03-24
832,Books,Non-Fiction,Westland,650.0,3.7,2022-08-03
833,Books,Children,Rupa,160.0,4.2,2022-12-02
834,Home & Kitchen,Decor,Prestige,20600.0,2.8,2023-01-08
835,Electronics,Smartphones,Mi,17670.0,3.5,2022-09-20
836,Books,Non-Fiction,HarperCollins,490.0,3.2,2022-02-18
837,Electronics,Laptops,boAt,2100.0,3.8,2022-05-13
838,Fashion,Footwear,Zara,1700.0,4.2,2022-08-25
839,Electronics,Laptops,Realme,41120.0,3.1,2022-10-09
840,Fashion,Accessories,Myntra,8110.0,4.1,2023-03-22
841,Grocery,Personal Hygiene,ITC,850.0,4.0,2022-04-25
842,Grocery,Dairy,Dabur,410.0,3.1,2023-03-13
